POprc559_1:1	okay	RE(RE)	okay
POprc559_78:219	unfortunately	RB(RB)	unfortunately
POprc559_78:220	the	DT(DT)	the
POprc559_78:221	the	DT(DT)	the
POprc559_78:222	situation	NN(NN)	situation
POprc559_78:223	has	VHZ(VHZ)	have
POprc559_78:224	changed	VVN(VVN)	change
POprc559_78:225	i	PP(PP)	i
POprc559_78:226	would	MD(MD)	will
POprc559_78:227	be	VB(VB)	be
POprc559_78:228	happy	JJ(JJ)	happy
POprc559_78:229	that	IN(IN)	that
POprc559_78:230	if	IN(IN)	if
POprc559_78:231	you	PP(PP)	you
POprc559_78:232	can	MD(MD)	can
POprc559_78:233	produce	VV(VV)	produce
POprc559_78:234	energy	NN(NN)	energy
POprc559_78:235	from	IN(IN)	from
POprc559_78:236	the	DT(DT)	the
POprc559_78:237	er	UH(UH)	er
POprc559_78:238	from	IN(IN)	from
POprc559_78:239	er	UH(UH)	er
POprc559_78:240	from	IN(IN)	from
POprc559_78:241	er	UH(UH)	er
POprc559_78:242	earth	NN(NN)	earth
POprc559_78:243	or	CC(CC)	or
POprc559_78:244	what	WP(WP)	what
POprc559_78:245	wh-	XX(XX)	
POprc559_78:246	w-	XX(XX)	
POprc559_78:247	_0	PA(PA)	
POprc559_78:248	if	IN(IN)	if
POprc559_78:249	you	PP(PP)	you
POprc559_78:250	would	MD(MD)	will
POprc559_78:251	have	VH(VH)	have
POprc559_78:252	cheaper	JJR(JJR)	cheap
POprc559_78:253	technology	NN(NN)	technology
POprc559_78:254	and	CC(CC)	and
POprc559_78:255	i	PP(PP)	i
POprc559_78:256	believe	VVP(VVP)	believe
POprc559_78:257	one	CD(CD)	one
POprc559_78:258	day	NN(NN)	day
POprc559_78:259	will	MD(MD)	will
POprc559_78:260	be	VB(VB)	be
POprc559_78:261	cheaper	JJR(JJR)	cheap
POprc559_78:262	technology	NN(NN)	technology
POprc559_78:263	but	CC(CC)	but
POprc559_78:264	still	RB(RB)	still
POprc559_78:265	in	IN(IN)	in
POprc559_78:266	relative	JJ(JJ)	relative
POprc559_78:267	terms	NNS(NNS)	term
POprc559_78:268	_0	PA(PA)	
POprc559_78:269	we	PP(PP)	we
POprc559_78:270	are	VBP(VBP)	be
POprc559_78:271	paying	VVG(VVG)	pay
POprc559_78:272	for	IN(IN)	for
POprc559_78:273	electricity	NN(NN)	electricity
POprc559_78:274	not	RB(RB)	not
POprc559_78:275	high	JJ(JJ)	high
POprc559_78:276	price	NN(NN)	price
POprc559_78:277	_0	PA(PA)	
POprc559_78:278	i	PP(PP)	i
POprc559_78:279	understand	VVP(VVP)	understand
POprc559_78:280	that	IN(IN)	that
POprc559_78:281	even	RB(RB)	even
POprc559_78:282	relative	JJ(JJ)	relative
POprc559_78:283	increase	NN(NN)	increase
POprc559_78:284	makes	VVZ(VVZ)	make
POprc559_78:285	this	DT(DT)	this
POprc559_78:286	outcry	NN(NN)	outcry
POprc559_78:287	_0	PA(PA)	
POprc559_78:288	but	CC(CC)	but
POprc559_78:289	if	IN(IN)	if
POprc559_78:290	we	PP(PP)	we
POprc559_78:291	analyze	VVP(VVP)	analyze
POprc559_78:292	the	DT(DT)	the
POprc559_78:293	households	NNS(NNS)	household
POprc559_78:294	overall	JJ(JJ)	overall
POprc559_78:295	household	NN(NN)	household
POprc559_78:296	it	PP(PP)	it
POprc559_78:297	's	VBS(VBS)	be
POprc559_78:298	not	RB(RB)	not
POprc559_78:299	high	JJ(JJ)	high
POprc559_78:300	prices	NNS(NNS)	price
POprc559_78:301	and	CC(CC)	and
POprc559_78:302	then	RB(RB)	then
POprc559_78:303	_0	PA(PA)	
POprc559_78:304	there	EX(EX)	there
POprc559_78:305	is	VBZ(VBZ)	be
POprc559_78:306	also	RB(RB)	also
POprc559_78:307	an	DT(DT)	a
POprc559_78:308	answer	NN(NN)	answer
POprc559_78:309	_0	PA(PA)	
POprc559_78:310	it	PP(PP)	it
POprc559_78:311	's	VBS(VBS)	be
POprc559_78:312	energy	NN(NN)	energy
POprc559_78:313	efficiency	NN(NN)	efficiency
POprc559_78:314	_0	PA(PA)	
POprc559_78:315	why	WRB(WRB)	why
POprc559_78:316	to	TO(TO)	to
POprc559_78:317	keep	VV(VV)	keep
POprc559_78:318	xx	UNI(UNI)	
POprc559_78:319	electricity	NN(NN)	electricity
POprc559_78:320	appliances	NNS(NNS)	appliance
POprc559_78:321	_0	PA(PA)	
POprc559_78:322	why	WRB(WRB)	why
POprc559_78:323	to	TO(TO)	to
POprc559_78:324	_0	PA(PA)	
POprc559_78:325	@	LA(LA)	
POprc559_78:326	not	RB(RB)	not
POprc559_78:327	to	TO(TO)	to
POprc559_78:328	do	VV(VV)	do
POprc559_78:329	additional	JJ(JJ)	additional
POprc559_78:330	_0	PA(PA)	
POprc559_78:331	er	UH(UH)	er
POprc559_78:332	n-	XX(XX)	
POprc559_78:333	our	PP$(PP$)	we
POprc559_78:334	norway	NP(NP)	norway
POprc559_78:335	perhaps	RB(RB)	perhaps
POprc559_78:336	it	PP(PP)	it
POprc559_78:337	is	VBZ(VBZ)	be
POprc559_78:338	this	DT(DT)	this
POprc559_78:339	houses	NNS(NNS)	house
POprc559_78:340	are	VBP(VBP)	be
POprc559_78:341	insulated	VVN(VVN)	insulate
POprc559_78:342	well	RB(RB)	well
POprc559_78:343	enough	RB(RB)	enough
POprc559_78:344	_0	PA(PA)	
POprc559_78:345	but	CC(CC)	but
POprc559_78:346	there	EX(EX)	there
POprc559_78:347	is	VBZ(VBZ)	be
POprc559_78:348	definitely	RB(RB)	definitely
POprc559_78:349	some	DT(DT)	some
POprc559_78:350	possibilities	NNS(NNS)	possibility
POprc559_78:351	to	TO(TO)	to
POprc559_78:352	save	VV(VV)	save
POprc559_78:353	energy	NN(NN)	energy
POprc559_78:354	or	CC(CC)	or
POprc559_78:355	not	RB(RB)	not
POprc559_78:356	to	TO(TO)	to
POprc559_78:357	switch	VV(VV)	switch
POprc559_78:358	it	PP(PP)	it
POprc559_78:359	on	RP(RP)	on
POprc559_78:360	when	WRB(WRB)	when
POprc559_78:361	nobody	NN(NN)	nobody
POprc559_78:362	is	VBZ(VBZ)	be
POprc559_78:363	in	IN(IN)	in
POprc559_78:364	the	DT(DT)	the
POprc559_78:365	room	NN(NN)	room
POprc559_78:366	or	CC(CC)	or
POprc559_78:367	to	TO(TO)	to
POprc559_78:368	change	VV(VV)	change
POprc559_78:369	for	IN(IN)	for
POprc559_78:370	relatice-	XX(XX)	
POprc559_78:371	er	UH(UH)	er
POprc559_78:372	er	UH(UH)	er
POprc559_78:373	er	UH(UH)	er
POprc559_78:374	energy	NN(NN)	energy
POprc559_78:375	efficiency	NN(NN)	efficiency
POprc559_78:376	bulbs	NNS(NNS)	bulb
POprc559_78:377	so	DM(DM)	so
POprc559_78:378	you	PP(PP)	you
POprc559_78:379	can	MD(MD)	can
POprc559_78:380	cut	VV(VV)	cut
POprc559_78:381	the	DT(DT)	the
POprc559_78:382	bill	NN(NN)	bill
POprc559_78:383	in	IN(IN)	in
POprc559_78:384	the	DT(DT)	the
POprc559_78:385	same	JJ(JJ)	same
POprc559_78:386	way	NN(NN)	way
POprc559_78:387	so	DM(DM)	so
POprc559_78:388	my	PP$(PP$)	i
POprc559_78:389	basic	JJ(JJ)	basic
POprc559_78:390	point	NN(NN)	point
POprc559_78:391	is	VBZ(VBZ)	be
POprc559_78:392	_0	PA(PA)	
POprc559_78:393	electricity	NN(NN)	electricity
POprc559_78:394	prices	NNS(NNS)	price
POprc559_78:395	are	VBP(VBP)	be
POprc559_78:396	higher	JJR(JJR)	high
POprc559_78:397	_0	PA(PA)	
POprc559_78:398	but	CC(CC)	but
POprc559_78:399	is	VBZ(VBZ)	be
POprc559_78:400	is	VBZ(VBZ)	be
POprc559_78:401	not	RB(RB)	not
POprc559_78:402	that	IN(IN)	that
POprc559_78:403	there	EX(EX)	there
POprc559_78:404	's	VBS(VBS)	be
POprc559_78:405	only	RB(RB)	only
POprc559_78:406	lack	NN(NN)	lack
POprc559_78:407	of	IN(IN)	of
POprc559_78:408	competition	NN(NN)	competition
POprc559_78:409	or	CC(CC)	or
POprc559_78:410	somebody	NN(NN)	somebody
POprc559_78:411	who	PRE(PRE)	who
POprc559_78:412	is	VBZ(VBZ)	be
POprc559_78:413	not	RB(RB)	not
POprc559_78:414	tough	JJ(JJ)	tough
POprc559_78:415	enough	RB(RB)	enough
POprc559_78:416	there	EX(EX)	there
POprc559_78:417	is	VBZ(VBZ)	be
POprc559_78:418	basic	JJ(JJ)	basic
POprc559_78:419	change	NN(NN)	change
POprc559_78:420	of	IN(IN)	of
POprc559_78:421	commodity	NN(NN)	commodity
POprc559_78:422	price	NN(NN)	price
POprc559_78:423	for	IN(IN)	for
POprc559_78:424	_0	PA(PA)	
POprc559_78:425	like	DM(DM)	like
POprc559_78:426	oil	NN(NN)	oil
POprc559_78:427	and	CC(CC)	and
POprc559_78:428	gas	NN(NN)	gas
POprc559_78:429	and	CC(CC)	and
POprc559_78:430	this	DT(DT)	this
POprc559_78:431	is	VBZ(VBZ)	be
POprc559_78:432	the	DT(DT)	the
POprc559_78:433	basic	JJ(JJ)	basic
POprc559_78:434	reason	NN(NN)	reason
POprc559_78:435	_0	PA(PA)	
POprc559_78:436	basic	JJ(JJ)	basic
POprc559_78:437	reason	NN(NN)	reason
POprc559_78:438	why	WRB(WRB)	why
POprc559_78:439	prices	NNS(NNS)	price
POprc559_78:440	are	VBP(VBP)	be
POprc559_78:441	higher	JJR(JJR)	high
POprc559_78:442	also	RB(RB)	also
POprc559_78:443	for	IN(IN)	for
POprc559_78:444	energy	NN(NN)	energy
POprc559_78:445	_1	PA(PA)	

POprc559_79:1	yeah	RE(RE)	yeah
POprc559_79:2	_1	PA(PA)	

POprc559_80:1	can	MD(MD)	can
POprc559_80:2	i	PP(PP)	i
POprc559_80:3	just	RB(RB)	just

POprc559_81:1	follow-up	VV(VV)/NN(NN)	follow-up

POprc559_82:1	yeah	RE(RE)	yeah
POprc559_82:2	xxxx	UNI(UNI)	
POprc559_82:3	you	PP(PP)	you
POprc559_82:4	're	VBP(VBP)	be
POprc559_82:5	sure	JJ(JJ)	sure

POprc559_83:1	they	PP(PP)	they
POprc559_83:2	're	VBP(VBP)	be
POprc559_83:3	just	RB(RB)	just
POprc559_83:4	they	PP(PP)	they
POprc559_83:5	're	VBP(VBP)	be
POprc559_83:6	about	IN(IN)	about
POprc559_83:7	the	DT(DT)	the
POprc559_83:8	same	NN(NN)	same
POprc559_83:9	er	UH(UH)	er
POprc559_83:10	do	VVP(VVP)	do
POprc559_83:11	norwegian	NP(NPS)	norwegian
POprc559_83:12	complain	VV(VV)	complain
POprc559_83:13	too	RB(RB)	too
POprc559_83:14	much	JJ(JJ)	much
POprc559_83:15	_1	PA(PA)	

POprc559_84:1	@@@@@	LA(LA)	
POprc559_84:2	it	PP(PP)	it
POprc559_84:3	's	VBS(VBS)	be
POprc559_84:4	too	RB(RB)	too
POprc559_84:5	tough	JJ(JJ)	tough
POprc559_84:6	for	IN(IN)	for
POprc559_84:7	him	PP(PP)	he
POprc559_84:8	@@@@	LA(LA)	

POprc559_85:1	well	DM(DM)	well
POprc559_85:2	@@@@	LA(LA)	
POprc559_85:3	well	DM(DM)	well
POprc559_85:4	he	PP(PP)	he
POprc559_85:5	has	VHZ(VHZ)	have
POprc559_85:6	er	UH(UH)	er
POprc559_85:7	_0	PA(PA)	
POprc559_85:8	he	PP(PP)	he
POprc559_85:9	has	VHZ(VHZ)	have
POprc559_85:10	er	UH(UH)	er
POprc559_85:11	_1	PA(PA)	
POprc559_85:12	er	UH(UH)	er
POprc559_85:13	_0	PA(PA)	
POprc559_85:14	gi-	XX(XX)	
POprc559_85:15	h-	XX(XX)	
POprc559_85:16	he	PP(PP)	he
POprc559_85:17	has	VHZ(VHZ)	have
POprc559_85:18	given	VVN(VVN)	give
POprc559_85:19	a	DT(DT)	a
POprc559_85:20	good	JJ(JJ)	good
POprc559_85:21	answer	NN(NN)	answer
POprc559_85:22	when	WRB(WRB)	when
POprc559_85:23	it	PP(PP)	it
POprc559_85:24	comes	VVZ(VVZ)	come
POprc559_85:25	to	IN(IN)	to
POprc559_85:26	_0	PA(PA)	
POprc559_85:27	er	UH(UH)	er
POprc559_85:28	_0	PA(PA)	
POprc559_85:29	what	WP(WP)	what
POprc559_85:30	the	DT(DT)	the
POprc559_85:31	energy	NN(NN)	energy
POprc559_85:32	it	PP(PP)	it
POprc559_85:33	costs	VVZ(VVZ)	cost
POprc559_85:34	in	IN(IN)	in
POprc559_85:35	norway	NP(NP)	norway
POprc559_85:36	we	PP(PP)	we
POprc559_85:37	have	VHP(VHP)	have
POprc559_85:38	been	VBN(VBN)	be
POprc559_85:39	used	JJ(JJ)	used
POprc559_85:40	to	IN(IN)	to
POprc559_85:41	_0	PA(PA)	
POprc559_85:42	very	RB(RB)	very
POprc559_85:43	low	JJ(JJ)	low
POprc559_85:44	energy	NN(NN)	energy
POprc559_85:45	prices	NNS(NNS)	price
POprc559_85:46	for	IN(IN)	for
POprc559_85:47	many	JJ(JJ)	many
POprc559_85:48	many	JJ(JJ)	many
POprc559_85:49	years	NNS(NNS)	year
POprc559_85:50	_0	PA(PA)	
POprc559_85:51	that	DT(DT)	that
POprc559_85:52	comes	VVZ(VVZ)	come
POprc559_85:53	from	IN(IN)	from
POprc559_85:54	the	DT(DT)	the
POprc559_85:55	fact	NN(NN)	fact
POprc559_85:56	that	IN(IN)	that
POprc559_85:57	we	PP(PP)	we
POprc559_85:58	we	PP(PP)	we
POprc559_85:59	in	IN(IN)	in
POprc559_85:60	in	IN(IN)	in
POprc559_85:61	late	JJ(JJ)	late
POprc559_85:62	eighties	NNS(NNS)	eighty
POprc559_85:63	and	CC(CC)	and
POprc559_85:64	before	IN(IN)	before
POprc559_85:65	that	DT(DT)	that
POprc559_85:66	_0	PA(PA)	
POprc559_85:67	built	VVD(VVD)	build
POprc559_85:68	er	UH(UH)	er
POprc559_85:69	or	CC(CC)	or
POprc559_85:70	invested	VVD(VVD)	invest
POprc559_85:71	more	JJR(JJR)	more
POprc559_85:72	in	IN(IN)	in
POprc559_85:73	_0	PA(PA)	
POprc559_85:74	in	IN(IN)	in
POprc559_85:75	p_hydropower	PVC(NN)	
POprc559_85:76	production	NN(NN)	production
POprc559_85:77	than	IN(IN)	than
POprc559_85:78	what	WP(WP)	what
POprc559_85:79	we	PP(PP)	we
POprc559_85:80	needed	VVD(VVD)	need
POprc559_85:81	at	IN(IN)	at
POprc559_85:82	that	DT(DT)	that
POprc559_85:83	time	NN(NN)	time
POprc559_85:84	_0	PA(PA)	
POprc559_85:85	and	CC(CC)	and
POprc559_85:86	until	IN(IN)	until
POprc559_85:87	a	DT(DT)	a
POprc559_85:88	few	JJ(JJ)	few
POprc559_85:89	years	NNS(NNS)	year
POprc559_85:90	ago	RB(RB)	ago
POprc559_85:91	ago	RB(RB)	ago
POprc559_85:92	we	PP(PP)	we
POprc559_85:93	had	VHD(VHD)	have
POprc559_85:94	_0	PA(PA)	
POprc559_85:95	er	UH(UH)	er
POprc559_85:96	more	JJR(JJR)	more
POprc559_85:97	_0	PA(PA)	
POprc559_85:98	or	CC(CC)	or
POprc559_85:99	we	PP(PP)	we
POprc559_85:100	exported	VVD(VVD)	export
POprc559_85:101	er	UH(UH)	er
POprc559_85:102	_0	PA(PA)	
POprc559_85:103	er	UH(UH)	er
POprc559_85:104	po-	XX(XX)	
POprc559_85:105	electric	JJ(JJ)	electric
POprc559_85:106	power	NN(NN)	power
POprc559_85:107	to	IN(IN)	to
POprc559_85:108	er	UH(UH)	er
POprc559_85:109	_0	PA(PA)	
POprc559_85:110	to	IN(IN)	to
POprc559_85:111	our	PP$(PP$)	we
POprc559_85:112	neighbors	NNS(NNS)	neighbor
POprc559_85:113		POS(POS)	'
POprc559_85:114	country	NN(NN)	country
POprc559_85:115	countries	NNS(NNS)	country
POprc559_85:116	almost	RB(RB)	almost
POprc559_85:117	every	DT(DT)	every
POprc559_85:118	year	NN(NN)	year
POprc559_85:119	that	DT(DT)	that
POprc559_85:120	is	VBZ(VBZ)	be
POprc559_85:121	not	RB(RB)	not
POprc559_85:122	the	DT(DT)	the
POprc559_85:123	situation	NN(NN)	situation
POprc559_85:124	any	RB(RB)	any
POprc559_85:125	more	RB(RB)	more
POprc559_85:126	and	CC(CC)	and
POprc559_85:127	this	DT(DT)	this
POprc559_85:128	has	VHZ(VHZ)	have
POprc559_85:129	lead	V(VVN)	lead
POprc559_85:130	to	IN(IN)	to
POprc559_85:131	an	DT(DT)	a
POprc559_85:132	increased	JJ(JJ)	increased
POprc559_85:133	er	UH(UH)	er
POprc559_85:134	price	NN(NN)	price
POprc559_85:135	_0	PA(PA)	
POprc559_85:136	i	PP(PP)	i
POprc559_85:137	'm	VBP(VBP)	be
POprc559_85:138	i-	XX(XX)	
POprc559_85:139	one	CD(CD)	one
POprc559_85:140	of	IN(IN)	of
POprc559_85:141	the	DT(DT)	the
POprc559_85:142	main	JJ(JJ)	main
POprc559_85:143	problems	NNS(NNS)	problem
POprc559_85:144	is	VBZ(VBZ)	be
POprc559_85:145	that	IN(IN)	that
POprc559_85:146	er	UH(UH)	er
POprc559_85:147	last	JJ(JJ)	last
POprc559_85:148	year	NN(NN)	year
POprc559_85:149	the	DT(DT)	the
POprc559_85:150	price	NN(NN)	price
POprc559_85:151	was	VBD(VBD)	be
POprc559_85:152	er	UH(UH)	er
POprc559_85:153	_1	PA(PA)	
POprc559_85:154	er	UH(UH)	er
POprc559_85:155	twenty	CD(CD)	twenty
POprc559_85:156	er	UH(UH)	er
POprc559_85:157	twenty-two	CD(CD)	twenty-two
POprc559_85:158	twenty-four	CD(CD)	twenty-four
POprc559_85:159	twenty-two	CD(CD)	twenty-two
POprc559_85:160	to	IN(IN)	to
POprc559_85:161	twenty-four	CD(CD)	twenty-four
POprc559_85:162	euro	NPS(NPS)	euro
POprc559_85:163	_0	PA(PA)	
POprc559_85:164	er	UH(UH)	er
POprc559_85:165	today	RB(RB)	today
POprc559_85:166	it	PP(PP)	it
POprc559_85:167	's	VBS(VBS)	be
POprc559_85:168	three	CD(CD)	three
POprc559_85:169	times	NNS(NNS)	time
POprc559_85:170	a-	XX(XX)	
POprc559_85:171	as	RB(RB)	as
POprc559_85:172	as	RB(RB)	as
POprc559_85:173	high	JJ(JJ)	high
POprc559_85:174	_0	PA(PA)	
POprc559_85:175	and	CC(CC)	and
POprc559_85:176	that	DT(DT)	that
POprc559_85:177	's	VBS(VBS)	be
POprc559_85:178	the	DT(DT)	the
POprc559_85:179	main	JJ(JJ)	main
POprc559_85:180	problems	NNS(NN)	problem
POprc559_85:181	for	IN(IN)	for
POprc559_85:182	for	IN(IN)	for
POprc559_85:183	a	DT(DT)	a
POprc559_85:184	house	NN(NN)	house
POprc559_85:185	er	UH(UH)	er
POprc559_85:186	for	IN(IN)	for
POprc559_85:187	a	DT(DT)	a
POprc559_85:188	households	NNS(NNS)	household
POprc559_85:189	that	IN(IN)	that
POprc559_85:190	the	DT(DT)	the
POprc559_85:191	prices	NNS(NNS)	price
POprc559_85:192	varies	VVZ(VVP)	vary
POprc559_85:193	as	RB(RB)	as
POprc559_85:194	much	RB(RB)	much
POprc559_85:195	as	IN(IN)	as
POprc559_85:196	this	DT(DT)	this
POprc559_85:197	_0	PA(PA)	
POprc559_85:198	hh	BR(BR)	
POprc559_85:199	the	DT(DT)	the
POprc559_85:200	only	JJ(JJ)	only
POprc559_85:201	thing	NN(NN)	thing
POprc559_85:202	we	PP(PP)	we
POprc559_85:203	can	MD(MD)	can
POprc559_85:204	do	VV(VV)	do
POprc559_85:205	is	VBZ(VBZ)	be
POprc559_85:206	to	TO(TO)	to
POprc559_85:207	er	UH(UH)	er
POprc559_85:208	to	TO(TO)	to
POprc559_85:209	get	VV(VV)	get
POprc559_85:210	the	DT(DT)	the
POprc559_85:211	balance	NN(NN)	balance
POprc559_85:212	between	IN(IN)	between
POprc559_85:213	er	UH(UH)	er
POprc559_85:214	production	NN(NN)	production
POprc559_85:215	and	CC(CC)	and
POprc559_85:216	er	UH(UH)	er
POprc559_85:217	consume	NN(NN)	consume
POprc559_85:218	er	UH(UH)	er
POprc559_85:219	_0	PA(PA)	
POprc559_85:220	er	UH(UH)	er
POprc559_85:221	which	PRE(PRE)	which
POprc559_85:222	can	MD(MD)	can
POprc559_85:223	be	VB(VB)	be
POprc559_85:224	done	VVN(VVN)	do
POprc559_85:225	in	IN(IN)	in
POprc559_85:226	many	JJ(JJ)	many
POprc559_85:227	ways	NNS(NNS)	way
POprc559_85:228	we	PP(PP)	we
POprc559_85:229	can	MD(MD)	can
POprc559_85:230	increase	VV(VV)	increase
POprc559_85:231	production	NN(NN)	production
POprc559_85:232	we	PP(PP)	we
POprc559_85:233	are	VBP(VBP)	be
POprc559_85:234	going	VVG(VVG)	go
POprc559_85:235	to	TO(TO)	to
POprc559_85:236	do	VV(VV)	do
POprc559_85:237	so	RB(RB)	so
POprc559_85:238	er	UH(UH)	er
POprc559_85:239	especially	RB(RB)	especially
POprc559_85:240	on	IN(IN)	on
POprc559_85:241	the	DT(DT)	the
POprc559_85:242	er	UH(UH)	er
POprc559_85:243	p_renewables	PVC(NNS)	
POprc559_85:244	but	CC(CC)	but
POprc559_85:245	we	PP(PP)	we
POprc559_85:246	do	VVP(VVP)	do
POprc559_85:247	also	RB(RB)	also
POprc559_85:248	have	VH(VH)	have
POprc559_85:249	to	TO(TO)	to
POprc559_85:250	use	VV(VV)	use
POprc559_85:251	the	DT(DT)	the
POprc559_85:252	en-	XX(XX)	
POprc559_85:253	energy	NN(NN)	energy
POprc559_85:254	more	RBR(RBR)	more
POprc559_85:255	efficient	JJ(RB)	efficient
POprc559_85:256	than	IN(IN)	than
POprc559_85:257	what	WP(WP)	what
POprc559_85:258	we	PP(PP)	we
POprc559_85:259	u-	XX(XX)	
POprc559_85:260	d-	XX(XX)	
POprc559_85:261	do	VVP(VVP)	do
POprc559_85:262	today	RB(RB)	today
POprc559_85:263	as	IN(IN)	as
POprc559_85:264	the	DT(DT)	the
POprc559_85:265	commissioner	NN(NN)	commissioner
POprc559_85:266	_0	PA(PA)	
POprc559_85:267	already	RB(RB)	already
POprc559_85:268	has	VHZ(VHZ)	have
POprc559_85:269	_0	PA(PA)	
POprc559_85:270	has	VHZ(VHZ)	have
POprc559_85:271	answered	VVN(VVN)	answer
POprc559_85:272	so	DM(DM)	so
POprc559_85:273	er	UH(UH)	er
POprc559_85:274	the	DT(DT)	the
POprc559_85:275	government	NN(NN)	government
POprc559_85:276	's	POS(POS)	's
POprc559_85:277	target	NN(NN)	target
POprc559_85:278	is	VBZ(VBZ)	be
POprc559_85:279	not	RB(RB)	not
POprc559_85:280	to	TO(TO)	to
POprc559_85:281	have	VH(VH)	have
POprc559_85:282	as	RB(RB)	as
POprc559_85:283	high	JJ(JJ)	high
POprc559_85:284	prices	NNS(NNS)	price
POprc559_85:285	at-	XX(XX)	
POprc559_85:286	as	IN(IN)	as
POprc559_85:287	we	PP(PP)	we
POprc559_85:288	have	VHP(VHP)	have
POprc559_85:289	today	RB(RB)	today
POprc559_85:290	definitely	RB(RB)	definitely
POprc559_85:291	not	RB(RB)	not
POprc559_85:292	they	PP(PP)	they
POprc559_85:293	shall	MD(MD)	shall
POprc559_85:294	they	PP(PP)	they
POprc559_85:295	shall	MD(MD)	shall
POprc559_85:296	be	VB(VB)	be
POprc559_85:297	affordable	JJ(JJ)	affordable
POprc559_85:298	but	CC(CC)	but
POprc559_85:299	_0	PA(PA)	
POprc559_85:300	i	PP(PP)	i
POprc559_85:301	think	VVP(VVP)	think
POprc559_85:302	i	PP(PP)	i
POprc559_85:303	have	VHP(VHP)	have
POprc559_85:304	to	TO(TO)	to
POprc559_85:305	say	VV(VV)	say
POprc559_85:306	that	IN(IN)	that
POprc559_85:307	we	PP(PP)	we
POprc559_85:308	will	MD(MD)	will
POprc559_85:309	_0	PA(PA)	
POprc559_85:310	i	PP(PP)	i
POprc559_85:311	i	PP(PP)	i
POprc559_85:312	can	MD(MD)	can
POprc559_85:313	not	RB(RB)	not
POprc559_85:314	see	VV(VV)	see
POprc559_85:315	that	IN(IN)	that
POprc559_85:316	we	PP(PP)	we
POprc559_85:317	will	MD(MD)	will
POprc559_85:318	_1	PA(PA)	
POprc559_85:319	ever	RB(RB)	ever
POprc559_85:320	come	VV(VV)	come
POprc559_85:321	back	RB(RB)	back
POprc559_85:322	to	IN(IN)	to
POprc559_85:323	the	DT(DT)	the
POprc559_85:324	low	JJ(JJ)	low
POprc559_85:325	prices	NNS(NNS)	price
POprc559_85:326	we	PP(PP)	we
POprc559_85:327	have	VHP(VHP)	have
POprc559_85:328	been	VBN(VBN)	be
POprc559_85:329	used	JJ(JJ)	used
POprc559_85:330	to	TO(TO)	to
POprc559_85:331	have	VH(VH)	have
POprc559_85:332	in	IN(IN)	in
POprc559_85:333	norway	NP(NP)	norway
POprc559_85:334	_1	PA(PA)	

POprc559_86:1	one	CD(CD)	one
POprc559_86:2	last	JJ(JJ)	last
POprc559_86:3	question	NN(NN)	question
POprc559_86:4	_0	PA(PA)	
POprc559_86:5	a_[S10]	NP(NP)	
POprc559_86:6	_2	PA(PA)	
POprc559_86:7	an-	XX(XX)	
POprc559_86:8	and	CC(CC)	and
POprc559_86:9	later	RBR(RBR)	late
POprc559_86:10	we	PP(PP)	we
POprc559_86:11	take	VVP(VVP)	take
POprc559_86:12	a_[S11]	NP(NP)	
POprc559_86:13	_1	PA(PA)	

POprc559_87:1	a_[S10]	NP(NP)	
POprc559_87:2	a_[S10/last]	NP(NP)	
POprc559_87:3	from	IN(IN)	from
POprc559_87:4	a_[org3]	NP(NP)	
POprc559_87:5	er	UH(UH)	er
POprc559_87:6	one	CD(CD)	one
POprc559_87:7	i-	XX(XX)	
POprc559_87:8	issue	NN(NN)	issue
POprc559_87:9	minister	NN(NN)	minister
POprc559_87:10	_0	PA(PA)	
POprc559_87:11	i	PP(PP)	i
POprc559_87:12	'll	MD(MD)	will
POprc559_87:13	start	VV(VV)	start
POprc559_87:14	with	IN(IN)	with
POprc559_87:15	the	DT(DT)	the
POprc559_87:16	minister	NN(NN)	minister
POprc559_87:17	that	IN(IN)/PRE(PRE)	that
POprc559_87:18	you	PP(PP)	you
POprc559_87:19	said	VVD(VVD)	say
POprc559_87:20	erm	UH(UH)	erm
POprc559_87:21	_0	PA(PA)	
POprc559_87:22	what	WP(WP)	what
POprc559_87:23	i	PP(PP)	i
POprc559_87:24	think	VVP(VVP)	think
POprc559_87:25	actually	RB(RB)	actually
POprc559_87:26	the	DT(DT)	the
POprc559_87:27	both	DT(DT)	both
POprc559_87:28	of	IN(IN)	of
POprc559_87:29	you	PP(PP)	you
POprc559_87:30	said	VVD(VVD)	say
POprc559_87:31	you	PP(PP)	you
POprc559_87:32	're	VBP(VBP)	be
POprc559_87:33	cooperating	VVG(VVG)	cooperate
POprc559_87:34	on	IN(IN)	on
POprc559_87:35	is	VBZ(VBZ)	be
POprc559_87:36	climate	NN(NN)	climate
POprc559_87:37	change	NN(NN)	change
POprc559_87:38	_0	PA(PA)	
POprc559_87:39	erm	UH(UH)	erm
POprc559_87:40	i	PP(PP)	i
POprc559_87:41	'm	VBP(VBP)	be
POprc559_87:42	curious	JJ(JJ)	curious
POprc559_87:43	that	IN(IN)	that
POprc559_87:44	you	PP(PP)	you
POprc559_87:45	can	MD(MD)	can
POprc559_87:46	tell	VV(VV)	tell
POprc559_87:47	me	PP(PP)	i
POprc559_87:48	when	WRB(WRB)	when
POprc559_87:49	or	CC(CC)	or
POprc559_87:50	whether	IN(IN)	whether
POprc559_87:51	you	PP(PP)	you
