POprc522_1:1	okay	RE(RE)	okay
POprc522_9:22	_0	PA(PA)	
POprc522_9:23	and	CC(CC)	and
POprc522_9:24	er	UH(UH)	er
POprc522_9:25	_0	PA(PA)	
POprc522_9:26	with	IN(IN)	with
POprc522_9:27	the	DT(DT)	the
POprc522_9:28	resolution	NN(NN)	resolution
POprc522_9:29	that	PRE(PRE)	that
POprc522_9:30	is	VBZ(VBZ)	be
POprc522_9:31	draft	NN(NN)	draft
POprc522_9:32	_0	PA(PA)	
POprc522_9:33	that	PRE(PRE)	that
POprc522_9:34	is	VBZ(VBZ)	be
POprc522_9:35	already	RB(RB)	already
POprc522_9:36	presented	VVN(VVN)	present
POprc522_9:37	_0	PA(PA)	
POprc522_9:38	in	IN(IN)	in
POprc522_9:39	the	DT(DT)	the
POprc522_9:40	security	NN(NN)	security
POprc522_9:41	council	NN(NN)	council
POprc522_9:42	_0	PA(PA)	
POprc522_9:43	er	UH(UH)	er
POprc522_9:44	by	IN(IN)	by
POprc522_9:45	the	DT(DT)	the
POprc522_9:46	french	NPS(NPS)	french
POprc522_9:47	_0	PA(PA)	
POprc522_9:48	er	UH(UH)	er
POprc522_9:49	member	NN(NN)	member
POprc522_9:50	of	IN(IN)	of
POprc522_9:51	the	DT(DT)	the
POprc522_9:52	permanent	JJ(JJ)	permanent
POprc522_9:53	er	UH(UH)	er
POprc522_9:54	_0	PA(PA)	
POprc522_9:55	of	IN(IN)	of
POprc522_9:56	the	DT(DT)	the
POprc522_9:57	permanent	JJ(JJ)	permanent
POprc522_9:58	security	NN(NN)	security
POprc522_9:59	council	NN(NN)	council
POprc522_9:60	hh	BR(BR)	
POprc522_9:61	and	CC(CC)	and
POprc522_9:62	you	PP(PP)	you
POprc522_9:63	will	MD(MD)	will
POprc522_9:64	read	VV(VV)	read
POprc522_9:65	that	IN(IN)	that
POprc522_9:66	it	PP(PP)	it
POprc522_9:67	has	VHZ(VHZ)	have
POprc522_9:68	elements	NNS(NNS)	element
POprc522_9:69	_0	PA(PA)	
POprc522_9:70	which	PRE(PRE)	which
POprc522_9:71	are	VBP(VBP)	be
POprc522_9:72	already	RB(RB)	already
POprc522_9:73	there	RB(RB)	there
POprc522_9:74	_0	PA(PA)	
POprc522_9:75	we	PP(PP)	we
POprc522_9:76	hope	VVP(VVP)	hope
POprc522_9:77	very	RB(RB)	very
POprc522_9:78	much	RB(RB)	much
POprc522_9:79	_0	PA(PA)	
POprc522_9:80	that	IN(IN)	that
POprc522_9:81	that	DT(DT)	that
POprc522_9:82	resolution	NN(NN)	resolution
POprc522_9:83	will	MD(MD)	will
POprc522_9:84	be	VB(VB)	be
POprc522_9:85	the	DT(DT)	the
POprc522_9:86	base	NN(NN)	base
POprc522_9:87	_0	PA(PA)	
POprc522_9:88	for	IN(IN)	for
POprc522_9:89	the	DT(DT)	the
POprc522_9:90	resolution	NN(NN)	resolution
POprc522_9:91	that	DT(DT)	that
POprc522_9:92	will	MD(MD)	will
POprc522_9:93	be	VB(VB)	be
POprc522_9:94	debate	NN(NN)	debate
POprc522_9:95	in	IN(IN)	in
POprc522_9:96	the	DT(DT)	the
POprc522_9:97	security	NN(NN)	security
POprc522_9:98	council	NN(NN)	council
POprc522_9:99	hh	BR(BR)	
POprc522_9:100	and	CC(CC)	and
POprc522_9:101	what	WP(WP)	what
POprc522_9:102	we	PP(PP)	we
POprc522_9:103	are	VBP(VBP)	be
POprc522_9:104	doing	VVG(VVG)	do
POprc522_9:105	here	RB(RB)	here
POprc522_9:106	is	VBZ(VBZ)	be
POprc522_9:107	supporting	VVG(VVG)	support
POprc522_9:108	the	DT(DT)	the
POprc522_9:109	_0	PA(PA)	
POprc522_9:110	in	IN(IN)	in
POprc522_9:111	a	DT(DT)	a
POprc522_9:112	way	NN(NN)	way
POprc522_9:113	_0	PA(PA)	
POprc522_9:114	th-	XX(XX)	
POprc522_9:115	the	DT(DT)	the
POprc522_9:116	most	RBS(RBS)	most
POprc522_9:117	important	JJ(JJ)	important
POprc522_9:118	elements	NNS(NNS)	element
POprc522_9:119	of	IN(IN)	of
POprc522_9:120	that	DT(DT)	that
POprc522_9:121	security	NN(NN)	security
POprc522_9:122	council	NN(NN)	council
POprc522_9:123	resolution	NN(NN)	resolution
POprc522_9:124	_0	PA(PA)	
POprc522_9:125	and	CC(CC)	and
POprc522_9:126	i	PP(PP)	i
POprc522_9:127	like	VVP(VVP)	like
POprc522_9:128	to	TO(TO)	to
POprc522_9:129	underline	VV(VV)	underline
POprc522_9:130	also	RB(RB)	also
POprc522_9:131	what	WP(WP)	what
POprc522_9:132	the	DT(DT)	the
POprc522_9:133	president	NN(NN)	president
POprc522_9:134	has	VHZ(VHZ)	have
POprc522_9:135	said	VVN(VVN)	say
POprc522_9:136	_0	PA(PA)	
POprc522_9:137	that	IN(IN)	that
POprc522_9:138	the	DT(DT)	the
POprc522_9:139	resolution	NN(NN)	resolution
POprc522_9:140	of	IN(IN)	of
POprc522_9:141	today	RB(RB)	today
POprc522_9:142	_0	PA(PA)	
POprc522_9:143	has	VHZ(VHZ)	have
POprc522_9:144	something	NN(NN)	something
POprc522_9:145	that	PRE(PRE)	that
POprc522_9:146	it	PP(PP)	it
POprc522_9:147	could	MD(MD)	can
POprc522_9:148	n't	RB(RB)	not
POprc522_9:149	be	VB(VB)	be
POprc522_9:150	_0	PA(PA)	
POprc522_9:151	because	IN(IN)	because
POprc522_9:152	it	PP(PP)	it
POprc522_9:153	did	VVD(VVD)	do
POprc522_9:154	n't	RB(RB)	not
POprc522_9:155	exist	VV(VV)	exist
POprc522_9:156	at	IN(IN)	at
POprc522_9:157	that	DT(DT)	that
POprc522_9:158	time	NN(NN)	time
POprc522_9:159	when	WRB(WRB)	when
POprc522_9:160	we	PP(PP)	we
POprc522_9:161	had	VHD(VHD)	have
POprc522_9:162	the	DT(DT)	the
POprc522_9:163	last	JJ(JJ)	last
POprc522_9:164	er	UH(UH)	er
POprc522_9:165	s_eu	NP(NP)	s_eu
POprc522_9:166	er	UH(UH)	er
POprc522_9:167	council	NN(NN)	council
POprc522_9:168	hh	BR(BR)	
POprc522_9:169	there	EX(EX)	there
POprc522_9:170	was	VBD(VBD)	be
POprc522_9:171	the	DT(DT)	the
POprc522_9:172	_0	PA(PA)	
POprc522_9:173	seven	CD(CD)	seven
POprc522_9:174	points	NNS(NNS)	point
POprc522_9:175	_0	PA(PA)	
POprc522_9:176	of	IN(IN)	of
POprc522_9:177	prime	NN(NN)	prime
POprc522_9:178	minister	NN(NN)	minister
POprc522_9:179	siniora	NP(NP)	siniora
POprc522_9:180	_0	PA(PA)	
POprc522_9:181	who	PRE(PRE)	who
POprc522_9:182	had	VHD(VHD)	have
POprc522_9:183	been	VBN(VBN)	be
POprc522_9:184	made	VVN(VVN)	make
POprc522_9:185	public	JJ(JJ)	public
POprc522_9:186	in	IN(IN)	in
POprc522_9:187	rome	NP(NP)	rome
POprc522_9:188	_0	PA(PA)	
POprc522_9:189	and	CC(CC)	and
POprc522_9:190	we	PP(PP)	we
POprc522_9:191	support	VVP(VVP)	support
POprc522_9:192	to	IN(IN)	to
POprc522_9:193	them	PP(PP)	they
POprc522_9:194	also	RB(RB)	also
POprc522_9:195	_5	PA(PA)	

POprc522_10:1	erm	UH(UH)	erm
POprc522_10:2	_0	PA(PA)	
POprc522_10:3	yah	RE(RE)	yah
POprc522_10:4	erm	UH(UH)	erm
POprc522_10:5	for	IN(IN)	for
POprc522_10:6	the	DT(DT)	the
POprc522_10:7	presidency	NN(NN)	presidency
POprc522_10:8	hh	BR(BR)	
POprc522_10:9	_0	PA(PA)	
POprc522_10:10	could	MD(MD)	can
POprc522_10:11	you	PP(PP)	you
POprc522_10:12	please	FI(FI)	please
POprc522_10:13	explain	VV(VV)	explain
POprc522_10:14	what	WP(WP)	what
POprc522_10:15	's	VBS(VBS)	be
POprc522_10:16	the	DT(DT)	the
POprc522_10:17	difference	NN(NN)	difference
POprc522_10:18	between	IN(IN)	between
POprc522_10:19	asking	VVG(VVG)	ask
POprc522_10:20	for	IN(IN)	for
POprc522_10:21	a	DT(DT)	a
POprc522_10:22	erm	UH(UH)	erm
POprc522_10:23	immediate	JJ(JJ)	immediate
POprc522_10:24	cessation	NN(NN)	cessation
POprc522_10:25	of	IN(IN)	of
POprc522_10:26	hostilities	NNS(NNS)	hostility
POprc522_10:27	and	CC(CC)	and
POprc522_10:28	a	DT(DT)	a
POprc522_10:29	_0	PA(PA)	
POprc522_10:30	ceasefire	NN(NN)	ceasefire
POprc522_10:31	hh	BR(BR)	
POprc522_10:32	and	CC(CC)	and
POprc522_10:33	also	RB(RB)	also
POprc522_10:34	if	IN(IN)	if
POprc522_10:35	you	PP(PP)	you
POprc522_10:36	could	MD(MD)	can
POprc522_10:37	elaborate	VV(VV)	elaborate
POprc522_10:38	a	RB(RB)	a
POprc522_10:39	bit	RB(RB)	bit
POprc522_10:40	more	RBR(RBR)	more
POprc522_10:41	about	IN(IN)	about
POprc522_10:42	the	DT(DT)	the
POprc522_10:43	mandate	NN(NN)	mandate
POprc522_10:44	for	IN(IN)	for
POprc522_10:45	the	DT(DT)	the
POprc522_10:46	high	NN(NN)	high
POprc522_10:47	representative	NN(NN)	representative
POprc522_10:48	hh	BR(BR)	
POprc522_10:49	and	CC(CC)	and
POprc522_10:50	_0	PA(PA)	
POprc522_10:51	and	CC(CC)	and
POprc522_10:52	for	IN(IN)	for
POprc522_10:53	mister	NN(NN)	mister
POprc522_10:54	a_[S3/last]	NP(NP)	
POprc522_10:55	erm	UH(UH)	erm
POprc522_10:56	_0	PA(PA)	
POprc522_10:57	do	VVP(VVP)	do
POprc522_10:58	you	PP(PP)	you
POprc522_10:59	think	VV(VV)	think
POprc522_10:60	it	PP(PP)	it
POprc522_10:61	was	VBD(VBD)	be
POprc522_10:62	wise	JJ(JJ)	wise
POprc522_10:63	to	TO(TO)	to
POprc522_10:64	pass	VV(VV)	pass
POprc522_10:65	a	DT(DT)	a
POprc522_10:66	resolution	NN(NN)	resolution
POprc522_10:67	er	UH(UH)	er
POprc522_10:68	against	IN(IN)	against
POprc522_10:69	iran	NP(NP)	iran
POprc522_10:70	_0	PA(PA)	
POprc522_10:71	right	RB(RB)	right
POprc522_10:72	now	RB(RB)	now
POprc522_10:73	_0	PA(PA)	
POprc522_10:74	and	CC(CC)	and
POprc522_10:75	could	MD(MD)	can
POprc522_10:76	we	PP(PP)	we
POprc522_10:77	maybe	RB(RB)	maybe
POprc522_10:78	burden	VV(VV)	burden
POprc522_10:79	the	DT(DT)	the
POprc522_10:80	the	DT(DT)	the
POprc522_10:81	talks	NNS(NNS)	talk
POprc522_10:82	with	IN(IN)	with
POprc522_10:83	iran	NP(NP)	iran
POprc522_10:84	_0	PA(PA)	
POprc522_10:85	to	TO(TO)	to
POprc522_10:86	_0	PA(PA)	
POprc522_10:87	to	TO(TO)	to
POprc522_10:88	be	VB(VB)	be
POprc522_10:89	useful	JJ(JJ)	useful
POprc522_10:90	for	IN(IN)	for
POprc522_10:91	this	DT(DT)	this
POprc522_10:92	conflicts	NNS(NNS)	conflict
POprc522_10:93	_0	PA(PA)	
POprc522_10:94	thank	FI(FI)	thank
POprc522_10:95	you	FI(FI)	you
POprc522_10:96	_0	PA(PA)	

POprc522_11:1	i	PP(PP)	i
POprc522_11:2	do	VVP(VVP)	do
POprc522_11:3	n't	RB(RB)	not
POprc522_11:4	think	VV(VV)	think
POprc522_11:5	we	PP(PP)	we
POprc522_11:6	should	MD(MD)	shall
POprc522_11:7	engage	VV(VV)	engage
POprc522_11:8	in	IN(IN)	in
POprc522_11:9	in	IN(IN)	in
POprc522_11:10	er	UH(UH)	er
POprc522_11:11	_0	PA(PA)	
POprc522_11:12	too	RB(RB)	too
POprc522_11:13	much	JJ(JJ)	much
POprc522_11:14	er	UH(UH)	er
POprc522_11:15	_0	PA(PA)	
POprc522_11:16	er	UH(UH)	er
POprc522_11:17	fine-tuning	VVG(NN)	fine-tune/fine-tuning
POprc522_11:18	as	IN(IN)	as
POprc522_11:19	to	IN(IN)	to
POprc522_11:20	the	DT(DT)	the
POprc522_11:21	er	UH(UH)	er
POprc522_11:22	difference	NN(NN)	difference
POprc522_11:23	between	IN(IN)	between
POprc522_11:24	cessation	NN(NN)	cessation
POprc522_11:25	of	IN(IN)	of
POprc522_11:26	hostilities	NNS(NNS)	hostility
POprc522_11:27	and	CC(CC)	and
POprc522_11:28	and	CC(CC)	and
POprc522_11:29	a	DT(DT)	a
POprc522_11:30	ceasefire	NN(NN)	ceasefire
POprc522_11:31	_0	PA(PA)	
POprc522_11:32	because	IN(IN)	because
POprc522_11:33	the	DT(DT)	the
POprc522_11:34	most	RBS(RBS)	most
POprc522_11:35	important	JJ(JJ)	important
POprc522_11:36	thing	NN(NN)	thing
POprc522_11:37	is	VBZ(VBZ)	be
POprc522_11:38	_2	PA(PA)	
POprc522_11:39	for	IN(IN)	for
POprc522_11:40	the	DT(DT)	the
POprc522_11:41	er	UH(UH)	er
POprc522_11:42	_1	PA(PA)	
POprc522_11:43	people	NNS(NNS)	people
POprc522_11:44	living	VVG(VVG)	live
POprc522_11:45	in	IN(IN)	in
POprc522_11:46	the	DT(DT)	the
POprc522_11:47	region	NN(NN)	region
POprc522_11:48	_0	PA(PA)	
POprc522_11:49	threatened	VVN(VVN)	threaten
POprc522_11:50	_0	PA(PA)	
POprc522_11:51	by	IN(IN)	by
POprc522_11:52	_1	PA(PA)	
POprc522_11:53	the	DT(DT)	the
POprc522_11:54	present	JJ(JJ)	present
POprc522_11:55	use	NN(NN)	use
POprc522_11:56	of	IN(IN)	of
POprc522_11:57	er	UH(UH)	er
POprc522_11:58	of	IN(IN)	of
POprc522_11:59	weapons	NNS(NNS)	weapon
POprc522_11:60	_0	PA(PA)	
POprc522_11:61	be	VB(VB)	be
POprc522_11:62	it	PP(PP)	it
POprc522_11:63	er	UH(UH)	er
POprc522_11:64	_0	PA(PA)	
POprc522_11:65	hezbollah	NP(NP)	hezbollah
POprc522_11:66	's	POS(POS)	's
POprc522_11:67	rockets	NNS(NNS)	rocket
POprc522_11:68	be	VB(VB)	be
POprc522_11:69	it	PP(PP)	it
POprc522_11:70	the	DT(DT)	the
POprc522_11:71	_0	PA(PA)	
POprc522_11:72	israeli	JJ(JJ)	israeli
POprc522_11:73	army	NN(NN)	army
POprc522_11:74	artillery	NN(NN)	artillery
POprc522_11:75	_0	PA(PA)	
POprc522_11:76	or	CC(CC)	or
POprc522_11:77	whatever	DM(DM)	whatever
POprc522_11:78	_0	PA(PA)	
POprc522_11:79	it	PP(PP)	it
POprc522_11:80	means	VVZ(VVZ)	mean
POprc522_11:81	that	IN(IN)	that
POprc522_11:82	this	DT(DT)	this
POprc522_11:83	threat	NN(NN)	threat
POprc522_11:84	_0	PA(PA)	
POprc522_11:85	is	VBZ(VBZ)	be
POprc522_11:86	removed	VVN(VVN)	remove
POprc522_11:87	and	CC(CC)	and
POprc522_11:88	there	EX(EX)	there
POprc522_11:89	will	MD(MD)	will
POprc522_11:90	be	VB(VB)	be
POprc522_11:91	_0	PA(PA)	
POprc522_11:92	no	DT(DT)	no
POprc522_11:93	shooting	VVG(NN)	shoot/shooting
POprc522_11:94	_0	PA(PA)	
POprc522_11:95	no	DT(DT)	no
POprc522_11:96	killing	VVG(NN)	kill/killing
POprc522_11:97	_0	PA(PA)	
POprc522_11:98	this	DT(DT)	this
POprc522_11:99	is	VBZ(VBZ)	be
POprc522_11:100	the	DT(DT)	the
POprc522_11:101	_0	PA(PA)	
POprc522_11:102	main	JJ(JJ)	main
POprc522_11:103	item	NN(NN)	item
POprc522_11:104	_0	PA(PA)	
POprc522_11:105	and	CC(CC)	and
POprc522_11:106	then	RB(RB)	then
POprc522_11:107	_0	PA(PA)	
POprc522_11:108	of	RB(RB)	of
POprc522_11:109	course	RB(RB)	course
POprc522_11:110	when	WRB(WRB)	when
POprc522_11:111	we	PP(PP)	we
POprc522_11:112	talk	VVP(VVP)	talk
POprc522_11:113	about	IN(IN)	about
POprc522_11:114	a	DT(DT)	a
POprc522_11:115	sustainable	JJ(JJ)	sustainable
POprc522_11:116	ceasefire	NN(NN)	ceasefire
POprc522_11:117	hh	BR(BR)	
POprc522_11:118	it	PP(PP)	it
POprc522_11:119	means	VVZ(VVZ)	mean
POprc522_11:120	that	IN(IN)	that
POprc522_11:121	there	EX(EX)	there
POprc522_11:122	will	MD(MD)	will
POprc522_11:123	also	RB(RB)	also
POprc522_11:124	be	VB(VB)	be
POprc522_11:125	a	DT(DT)	a
POprc522_11:126	political	JJ(JJ)	political
POprc522_11:127	agreement	NN(NN)	agreement
POprc522_11:128	er	UH(UH)	er
POprc522_11:129	hh	BR(BR)	
POprc522_11:130	er	UH(UH)	er
POprc522_11:131	to	TO(TO)	to
POprc522_11:132	be	VB(VB)	be
POprc522_11:133	worked	VVN(VVN)	work
POprc522_11:134	out	RP(RP)	out
POprc522_11:135	er	UH(UH)	er
POprc522_11:136	with	IN(IN)	with
POprc522_11:137	the	DT(DT)	the
POprc522_11:138	parties	NNS(NNS)	party
POprc522_11:139	_0	PA(PA)	
POprc522_11:140	er	UH(UH)	er
POprc522_11:141	but	CC(CC)	but
POprc522_11:142	from	IN(IN)	from
POprc522_11:143	the	DT(DT)	the
POprc522_11:144	point	NN(NN)	point
POprc522_11:145	of	NN(NN)	of
POprc522_11:146	view	NN(NN)	view
POprc522_11:147	of	IN(IN)	of
POprc522_11:148	the	DT(DT)	the
POprc522_11:149	people	NNS(NNS)	people
POprc522_11:150	_0	PA(PA)	
POprc522_11:151	er	UH(UH)	er
POprc522_11:152	who	PRE(PRE)	who
POprc522_11:153	are	VBP(VBP)	be
POprc522_11:154	under	IN(IN)	under
POprc522_11:155	threat	NN(NN)	threat
POprc522_11:156	_0	PA(PA)	
POprc522_11:157	there	EX(EX)	there
POprc522_11:158	is	VBZ(VBZ)	be
POprc522_11:159	no	DT(DT)	no
POprc522_11:160	difference	NN(NN)	difference
POprc522_11:161	_4	PA(PA)	

POprc522_12:1	erm	UH(UH)	erm
POprc522_12:2	_0	PA(PA)	
POprc522_12:3	you	PP(PP)	you
POprc522_12:4	asked	VVD(VVD)	ask
POprc522_12:5	me	PP(PP)	i
POprc522_12:6	xx	UNI(UNI)	
POprc522_12:7	that	DT(DT)/PRE(PRE)	that
POprc522_12:8	was	VBD(VBD)	be
POprc522_12:9	approved	VVN(VVN)	approve
POprc522_12:10	by	IN(IN)	by
POprc522_12:11	the	DT(DT)	the
POprc522_12:12	security	NN(NN)	security
POprc522_12:13	council	NN(NN)	council
POprc522_12:14	_1	PA(PA)	
POprc522_12:15	and	CC(CC)	and
POprc522_12:16	not	RB(RB)	not
POprc522_12:17	by	IN(IN)	by
POprc522_12:18	us	PP(PP)	we
POprc522_12:19	by	IN(IN)	by
POprc522_12:20	the	DT(DT)	the
POprc522_12:21	security	NN(NN)	security
POprc522_12:22	council	NN(NN)	council
POprc522_12:23	er	UH(UH)	er
POprc522_12:24	yesterday	RB(RB)	yesterday
POprc522_12:25	_0	PA(PA)	
POprc522_12:26	hh	BR(BR)	
POprc522_12:27	as	IN(IN)	as
POprc522_12:28	you	PP(PP)	you
POprc522_12:29	know	VVP(VVP)	know
POprc522_12:30	that	DT(DT)	that
POprc522_12:31	resolution	NN(NN)	resolution
POprc522_12:32	was	VBD(VBD)	be
POprc522_12:33	in	IN(IN)	in
POprc522_12:34	the	DT(DT)	the
POprc522_12:35	making	VVG(NN)	make/making
POprc522_12:36	there	RB(RB)	there
POprc522_12:37	for	IN(IN)	for
POprc522_12:38	a	DT(DT)	a
POprc522_12:39	long	JJ(JJ)	long
POprc522_12:40	time	NN(NN)	time
POprc522_12:41	_0	PA(PA)	
POprc522_12:42	er	UH(UH)	er
POprc522_12:43	remember	VV(VV)	remember
POprc522_12:44	that	IN(IN)	that
POprc522_12:45	er	UH(UH)	er
POprc522_12:46	_0	PA(PA)	
POprc522_12:47	this	DT(DT)	this
POprc522_12:48	team	NN(NN)	team
POprc522_12:49	of	IN(IN)	of
POprc522_12:50	the	DT(DT)	the
POprc522_12:51	present	JJ(JJ)	present
POprc522_12:52	security	NN(NN)	security
POprc522_12:53	council	NN(NN)	council
POprc522_12:54	was	VBD(VBD)	be
POprc522_12:55	done	VVN(VVN)	do
POprc522_12:56	a	DT(DT)	a
POprc522_12:57	_0	PA(PA)	
POprc522_12:58	long	JJ(JJ)	long
POprc522_12:59	time	NN(NN)	time
POprc522_12:60	ago	RB(RB)	ago
POprc522_12:61	_0	PA(PA)	
POprc522_12:62	giving	VVG(VVG)	give
POprc522_12:63	a	DT(DT)	a
POprc522_12:64	month	NN(NN)	month
POprc522_12:65	_0	PA(PA)	
POprc522_12:66	hh	BR(BR)	
POprc522_12:67	we	PP(PP)	we
POprc522_12:68	have	VHP(VHP)	have
POprc522_12:69	been	VBN(VBN)	be
POprc522_12:70	negotiating	VVG(VVG)	negotiate
POprc522_12:71	there	RB(RB)	there
POprc522_12:72	from	IN(IN)	from
POprc522_12:73	the	DT(DT)	the
POprc522_12:74	month	NN(NN)	month
POprc522_12:75	of	IN(IN)	of
POprc522_12:76	june	NP(NP)	june
POprc522_12:77	_0	PA(PA)	
POprc522_12:78	with	IN(IN)	with
POprc522_12:79	er	UH(UH)	er
POprc522_12:80	with	IN(IN)	with
POprc522_12:81	the	DT(DT)	the
POprc522_12:82	iran	NP(NP)	iran
POprc522_12:83	_0	PA(PA)	
POprc522_12:84	and	CC(CC)	and
POprc522_12:85	er	UH(UH)	er
POprc522_12:86	we	PP(PP)	we
POprc522_12:87	put	VVD(VVD)	put
POprc522_12:88	a	DT(DT)	a
POprc522_12:89	deadline	NN(NN)	deadline
POprc522_12:90	about	IN(IN)	about
POprc522_12:91	this	DT(DT)	this
POprc522_12:92	time	NN(NN)	time
POprc522_12:93	_0	PA(PA)	
POprc522_12:94	er	UH(UH)	er
POprc522_12:95	we	PP(PP)	we
POprc522_12:96	do	VVP(VVP)	do
POprc522_12:97	n't	RB(RB)	not
POprc522_12:98	want	VV(VV)	want
POprc522_12:99	to	TO(TO)	to
POprc522_12:100	mix	VV(VV)	mix
POprc522_12:101	the	DT(DT)	the
POprc522_12:102	two	CD(CD)	two
POprc522_12:103	issues	NNS(NNS)	issue
POprc522_12:104	er	UH(UH)	er
POprc522_12:105	and	CC(CC)	and
POprc522_12:106	therefore	RB(RB)	therefore
POprc522_12:107	the	DT(DT)	the
POprc522_12:108	members	NNS(NNS)	member
POprc522_12:109	of	IN(IN)	of
POprc522_12:110	the	DT(DT)	the
POprc522_12:111	security	NN(NN)	security
POprc522_12:112	council	NN(NN)	council
POprc522_12:113	went	VVD(VVD)	go
POprc522_12:114	ahead	RB(RB)	ahead
POprc522_12:115	_0	PA(PA)	
POprc522_12:116	if	IN(IN)	if
POprc522_12:117	you	PP(PP)	you
POprc522_12:118	read	VVP(VVP)	read
POprc522_12:119	the	DT(DT)	the
POprc522_12:120	the	DT(DT)	the
POprc522_12:121	carefully	RB(RB)	carefully
POprc522_12:122	the	DT(DT)	the
POprc522_12:123	_0	PA(PA)	
POprc522_12:124	the	DT(DT)	the
POprc522_12:125	resolution	NN(NN)	resolution
POprc522_12:126	_0	PA(PA)	
POprc522_12:127	you	PP(PP)	you
POprc522_12:128	will	MD(MD)	will
POprc522_12:129	see	VV(VV)	see
POprc522_12:130	that	IN(IN)	that
POprc522_12:131	the	DT(DT)	the
POprc522_12:132	resolution	NN(NN)	resolution
POprc522_12:133	basically	RB(RB)	basically
POprc522_12:134	is	VBZ(VBZ)	be
POprc522_12:135	_0	PA(PA)	
POprc522_12:136	hh	BR(BR)	
POprc522_12:137	_0	PA(PA)	
POprc522_12:138	put	VVN(VVN)	put
POprc522_12:139	in	IN(IN)	in
POprc522_12:140	to	IN(IN)	to
POprc522_12:141	what	WP(WP)	what
POprc522_12:142	it	PP(PP)	it
POprc522_12:143	was	VBD(VBD)	be
POprc522_12:144	agreed	VVN(VVN)	agree
POprc522_12:145	on	IN(IN)	on
POprc522_12:146	the	DT(DT)	the
POprc522_12:147	board	NN(NN)	board
POprc522_12:148	of	IN(IN)	of
POprc522_12:149	governance	NN(NN)	governance
POprc522_12:150	_0	PA(PA)	
POprc522_12:151	last	JJ(JJ)	last
POprc522_12:152	_0	PA(PA)	
POprc522_12:153	at	IN(IN)	at
POprc522_12:154	the	DT(DT)	the
POprc522_12:155	last	JJ(JJ)	last
POprc522_12:156	l-	XX(XX)	
POprc522_12:157	board	NN(NN)	board
POprc522_12:158	of	IN(IN)	of
POprc522_12:159	governance	NN(NN)	governance
POprc522_12:160	er	UH(UH)	er
POprc522_12:161	_0	PA(PA)	
POprc522_12:162	in	IN(IN)	in
POprc522_12:163	vienna	NP(NP)	vienna
POprc522_12:164	_0	PA(PA)	
POprc522_12:165	p_putted	PVC(VVN)	
POprc522_12:166	in	IN(IN)	in
POprc522_12:167	language	NN(NN)	language
POprc522_12:168	_0	PA(PA)	
POprc522_12:169	of	IN(IN)	of
POprc522_12:170	the	DT(DT)	the
POprc522_12:171	security	NN(NN)	security
POprc522_12:172	council	NN(NN)	council
POprc522_12:173	but	CC(CC)	but
POprc522_12:174	he	PP(PP)	he
POprc522_12:175	has	VHZ(VHZ)	have
POprc522_12:176	no	DT(DT)	no
POprc522_12:177	_0	PA(PA)	
POprc522_12:178	elements	NNS(NNS)	element
POprc522_12:179	of	IN(IN)	of
POprc522_12:180	sanctions	NNS(NNS)	sanction
POprc522_12:181	or	CC(CC)	or
POprc522_12:182	anything	NN(NN)	anything
POprc522_12:183	like	IN(IN)	like
POprc522_12:184	that	DT(DT)	that
POprc522_12:185	_0	PA(PA)	
POprc522_12:186	and	CC(CC)	and
POprc522_12:187	he	PP(PP)	he
POprc522_12:188	's	VBS(VBS)	be
POprc522_12:189	giving	VVG(VVG)	give
POprc522_12:190	a	DT(DT)	a
POprc522_12:191	month	NN(NN)	month
POprc522_12:192	_0	PA(PA)	
POprc522_12:193	hh	BR(BR)	
POprc522_12:194	so	DM(DM)	so
POprc522_12:195	really	RB(RB)	really
POprc522_12:196	he	PP(PP)	he
POprc522_12:197	's	VBS(VBS)	be
POprc522_12:198	giving	VVG(VVG)	give
POprc522_12:199	a	DT(DT)	a
POprc522_12:200	month	NN(NN)	month
POprc522_12:201	to	IN(IN)	to
POprc522_12:202	the	DT(DT)	the
POprc522_12:203	iranians	NPS(NPS)	iranian
POprc522_12:204	to	TO(TO)	to
POprc522_12:205	respond	VV(VV)	respond
POprc522_12:206	positively	RB(RB)	positively
POprc522_12:207	_0	PA(PA)	
POprc522_12:208	and	CC(CC)	and
POprc522_12:209	er	UH(UH)	er
POprc522_12:210	_0	PA(PA)	
POprc522_12:211	in	IN(IN)	in
POprc522_12:212	between	IN(IN)	between
POprc522_12:213	the	DT(DT)	the
POprc522_12:214	month	NN(NN)	month
POprc522_12:215	remember	VV(VV)	remember
POprc522_12:216	it	PP(PP)	it
POprc522_12:217	is	VBZ(VBZ)	be
POprc522_12:218	the	DT(DT)	the
POprc522_12:219	date	NN(NN)	date
POprc522_12:220	of	IN(IN)	of
POprc522_12:221	the	DT(DT)	the
POprc522_12:222	twenty-second	NN(NN)	twenty-second
POprc522_12:223	of	IN(IN)	of
POprc522_12:224	august	NP(NP)	august
POprc522_12:225	in	IN(IN)	in
POprc522_12:226	which	PRE(PRE)	which
POprc522_12:227	er	UH(UH)	er
POprc522_12:228	_0	PA(PA)	
POprc522_12:229	the	DT(DT)	the
POprc522_12:230	president	NN(NN)	president
POprc522_12:231	said	VVD(VVD)	say
POprc522_12:232	that	IN(IN)	that
POprc522_12:233	he	PP(PP)	he
POprc522_12:234	would	MD(MD)	will
POprc522_12:235	like	VV(VV)	like
