POwsd256_1:1	okay	RE(RE)	okay
POwsd256_147:63	them	PP(PP)	they
POwsd256_147:64	erm	UH(UH)	erm
POwsd256_147:65	_0	PA(PA)	
POwsd256_147:66	i	PP(PP)	i
POwsd256_147:67	'd	MD(MD)	will
POwsd256_147:68	like	VV(VV)	like
POwsd256_147:69	to	TO(TO)	to
POwsd256_147:70	break	VV(VV)	break
POwsd256_147:71	you	PP(PP)	you
POwsd256_147:72	up	RP(RP)	up
POwsd256_147:73	in	IN(IN)	in
POwsd256_147:74	two	CD(CD)	two
POwsd256_147:75	_1	PA(PA)	
POwsd256_147:76	groups	NNS(NNS)	group
POwsd256_147:77	_0	PA(PA)	
POwsd256_147:78	erm	UH(UH)	erm
POwsd256_147:79	_0	PA(PA)	
POwsd256_147:80	maybe	RB(RB)	maybe
POwsd256_147:81	to	TO(TO)	to
POwsd256_147:82	not	RB(RB)	not
POwsd256_147:83	have	VH(VH)	have
POwsd256_147:84	the	DT(DT)	the
POwsd256_147:85	s-	XX(XX)	
POwsd256_147:86	not	RB(RB)	not
POwsd256_147:87	not	RB(RB)	not
POwsd256_147:88	to	TO(TO)	to
POwsd256_147:89	be	VB(VB)	be
POwsd256_147:90	talking	VVG(VVG)	talk
POwsd256_147:91	to	IN(IN)	to
POwsd256_147:92	the	DT(DT)	the
POwsd256_147:93	same	JJ(JJ)	same
POwsd256_147:94	people	NNS(NNS)	people
POwsd256_147:95	as	IN(IN)	as
POwsd256_147:96	yesterday	RB(RB)	yesterday
POwsd256_147:97	_0	PA(PA)	
POwsd256_147:98	one	CD(CD)	one
POwsd256_147:99	two	CD(CD)	two
POwsd256_147:100	one	CD(CD)	one
POwsd256_147:101	two	CD(CD)	two
POwsd256_147:102	one	CD(CD)	one
POwsd256_147:103	two	CD(CD)	two
POwsd256_147:104	one	CD(CD)	one
POwsd256_147:105	two	CD(CD)	two
POwsd256_147:106	one	CD(CD)	one
POwsd256_147:107	_0	PA(PA)	
POwsd256_147:108	two	CD(CD)	two

POwsd256_148:1	mhm	RE(RE)	mhm

POwsd256_149:1	so	DM(DM)	so
POwsd256_149:2	and	CC(CC)	and
POwsd256_149:3	then	RB(RB)	then
POwsd256_149:4	_0	PA(PA)	
POwsd256_149:5	there	EX(EX)	there
POwsd256_149:6	is	VBZ(VBZ)	be
POwsd256_149:7	one	CD(CD)	one
POwsd256_149:8	to	TO(TO)	to
POwsd256_149:9	go	VV(VV)	go
POwsd256_149:10	on	IN(IN)	on
POwsd256_149:11	this	DT(DT)	this
POwsd256_149:12	side	NN(NN)	side
POwsd256_149:13	_0	PA(PA)	
POwsd256_149:14	and	CC(CC)	and
POwsd256_149:15	the	DT(DT)	the
POwsd256_149:16	two	CD(CD)	two
POwsd256_149:17	on	IN(IN)	on
POwsd256_149:18	this	DT(DT)	this
POwsd256_149:19	side	NN(NN)	side
POwsd256_149:20	of	IN(IN)	of
POwsd256_149:21	the	DT(DT)	the
POwsd256_149:22	_0	PA(PA)	
POwsd256_149:23	of	IN(IN)	of
POwsd256_149:24	the	DT(DT)	the
POwsd256_149:25	room	NN(NN)	room
POwsd256_149:26	_1	PA(PA)	
POwsd256_149:27	erm	UH(UH)	erm
POwsd256_149:28	_1	PA(PA)	
POwsd256_149:29	the	DT(DT)	the
POwsd256_149:30	questions	NNS(NNS)	question
POwsd256_149:31	that	PRE(PRE)	that
POwsd256_149:32	you	PP(PP)	you
POwsd256_149:33	should	MD(MD)	shall
POwsd256_149:34	er	UH(UH)	er
POwsd256_149:35	_1	PA(PA)	
POwsd256_149:36	the	DT(DT)	the
POwsd256_149:37	main	JJ(JJ)	main
POwsd256_149:38	questions	NNS(NNS)	question
POwsd256_149:39	we	PP(PP)	we
POwsd256_149:40	may-	XX(XX)	
POwsd256_149:41	er	UH(UH)	er
POwsd256_149:42	maybe	RB(RB)	maybe
POwsd256_149:43	_0	PA(PA)	
POwsd256_149:44	we	PP(PP)	we
POwsd256_149:45	're	VBP(VBP)	be
POwsd256_149:46	going	VVG(VVG)	go
POwsd256_149:47	to	TO(TO)	to
POwsd256_149:48	discuss	VV(VV)	discuss
POwsd256_149:49	is	VBZ(VBZ)	be
POwsd256_149:50	_0	PA(PA)	
POwsd256_149:51	on	IN(IN)	on
POwsd256_149:52	the	DT(DT)	the
POwsd256_149:53	basis	NN(NN)	basis
POwsd256_149:54	of	IN(IN)	of
POwsd256_149:55	the	DT(DT)	the
POwsd256_149:56	erm	UH(UH)	erm
POwsd256_149:57	of	IN(IN)	of
POwsd256_149:58	what	WP(WP)	what
POwsd256_149:59	_0	PA(PA)	
POwsd256_149:60	what	WP(WP)	what
POwsd256_149:61	you	PP(PP)	you
POwsd256_149:62	heard	VVD(VVD)	hear
POwsd256_149:63	in	IN(IN)	in
POwsd256_149:64	the	DT(DT)	the
POwsd256_149:65	plenary	NN(NN)	plenary
POwsd256_149:66	this	DT(DT)	this
POwsd256_149:67	morning	NN(NN)	morning
POwsd256_149:68	_0	PA(PA)	
POwsd256_149:69	erm	UH(UH)	erm
POwsd256_149:70	how	WRB(WRB)	how
POwsd256_149:71	would	MD(MD)	will
POwsd256_149:72	you	PP(PP)	you
POwsd256_149:73	s-	XX(XX)	
POwsd256_149:74	_2	PA(PA)	
POwsd256_149:75	how	WRB(WRB)	how
POwsd256_149:76	would	MD(MD)	will
POwsd256_149:77	you	PP(PP)	you
POwsd256_149:78	see	VV(VV)	see
POwsd256_149:79	what	WP(WP)	what
POwsd256_149:80	_0	PA(PA)	
POwsd256_149:81	the	DT(DT)	the
POwsd256_149:82	youth	NN(NN)	youth
POwsd256_149:83	pact	NN(NN)	pact
POwsd256_149:84	_1	PA(PA)	
POwsd256_149:85	has	VHZ(VHZ)	have
POwsd256_149:86	achieved	VVN(VVN)	achieve
POwsd256_149:87	so	RB(RB)	so
POwsd256_149:88	far	RB(RB)	far
POwsd256_149:89	it	PP(PP)	it
POwsd256_149:90	's	VBS(VBS)	be
POwsd256_149:91	erm	UH(UH)	erm
POwsd256_149:92	_0	PA(PA)	
POwsd256_149:93	already	RB(RB)	already
POwsd256_149:94	more	JJR(JJR)	more
POwsd256_149:95	than	IN(IN)	than
POwsd256_149:96	a	DT(DT)	a
POwsd256_149:97	year	NN(NN)	year
POwsd256_149:98	old	JJ(JJ)	old
POwsd256_149:99	let	VV(VV)	let
POwsd256_149:100	's	PP(PP)	we
POwsd256_149:101	say	VV(VV)	say
POwsd256_149:102	that	IN(IN)	that
POwsd256_149:103	the	DT(DT)	the
POwsd256_149:104	ideas	NNS(NNS)	idea
POwsd256_149:105	are	VBP(VBP)	be
POwsd256_149:106	already	RB(RB)	already
POwsd256_149:107	a	DT(DT)	a
POwsd256_149:108	year	NN(NN)	year
POwsd256_149:109	and	CC(CC)	and
POwsd256_149:110	a	DT(DT)	a
POwsd256_149:111	half	NN(NN)	half
POwsd256_149:112	old	JJ(JJ)	old
POwsd256_149:113	_0	PA(PA)	
POwsd256_149:114	erm	UH(UH)	erm
POwsd256_149:115	_1	PA(PA)	
POwsd256_149:116	and	CC(CC)	and
POwsd256_149:117	_2	PA(PA)	
POwsd256_149:118	also	RB(RB)	also
POwsd256_149:119	in	IN(IN)	in
POwsd256_149:120	what	WDT(WDT)	what
POwsd256_149:121	way	NN(NN)	way
POwsd256_149:122	this	DT(DT)	this
POwsd256_149:123	in	IN(IN)	in
POwsd256_149:124	what	WDT(WDT)	what
POwsd256_149:125	way	NN(NN)	way
POwsd256_149:126	the	DT(DT)	the
POwsd256_149:127	h-	XX(XX)	
POwsd256_149:128	er	UH(UH)	er
POwsd256_149:129	_1	PA(PA)	
POwsd256_149:130	did	VVD(VVD)	do
POwsd256_149:131	m-	XX(XX)	
POwsd256_149:132	did	VVD(VVD)	do
POwsd256_149:133	my	PP$(PP$)	i
POwsd256_149:134	organization	NN(NN)	organization
POwsd256_149:135	of	IN(IN)	of
POwsd256_149:136	the	DT(DT)	the
POwsd256_149:137	x	UNI(UNI)	
POwsd256_149:138	er	UH(UH)	er
POwsd256_149:139	_0	PA(PA)	
POwsd256_149:140	did	VVD(VVD)	do
POwsd256_149:141	my	PP$(PP$)	i
POwsd256_149:142	xxx	UNI(UNI)	
POwsd256_149:143	become	VV(VV)	become
POwsd256_149:144	involved	VVN(VVN)	involve
POwsd256_149:145	in	IN(IN)	in
POwsd256_149:146	the	DT(DT)	the
POwsd256_149:147	in	IN(IN)	in
POwsd256_149:148	the	DT(DT)	the
POwsd256_149:149	youth	NN(NN)	youth
POwsd256_149:150	pact	NN(NN)	pact
POwsd256_149:151	_1	PA(PA)	
POwsd256_149:152	er	UH(UH)	er
POwsd256_149:153	so	RB(RB)	so
POwsd256_149:154	far	RB(RB)	far
POwsd256_149:155	_0	PA(PA)	
POwsd256_149:156	and	CC(CC)	and
POwsd256_149:157	then	RB(RB)	then
POwsd256_149:158	er	UH(UH)	er
POwsd256_149:159	the	DT(DT)	the
POwsd256_149:160	second	JJ(JJ)	second
POwsd256_149:161	question	NN(NN)	question
POwsd256_149:162	_0	PA(PA)	
POwsd256_149:163	and	CC(CC)	and
POwsd256_149:164	that	DT(DT)	that
POwsd256_149:165	will	MD(MD)	will
POwsd256_149:166	be	VB(VB)	be
POwsd256_149:167	the	DT(DT)	the
POwsd256_149:168	main	JJ(JJ)	main
POwsd256_149:169	one	NN(NN)	one
POwsd256_149:170	to	TO(TO)	to
POwsd256_149:171	address	VV(VV)	address
POwsd256_149:172	what	WP(WP)	what
POwsd256_149:173	do	VVP(VVP)	do
POwsd256_149:174	you	PP(PP)	you
POwsd256_149:175	_0	PA(PA)	
POwsd256_149:176	what	WP(WP)	what
POwsd256_149:177	do	VVP(VVP)	do
POwsd256_149:178	we	PP(PP)	we
POwsd256_149:179	expect	VV(VV)	expect
POwsd256_149:180	_1	PA(PA)	
POwsd256_149:181	from	IN(IN)	from
POwsd256_149:182	er	UH(UH)	er
POwsd256_149:183	_0	PA(PA)	
POwsd256_149:184	from	IN(IN)	from
POwsd256_149:185	the	DT(DT)	the
POwsd256_149:186	european	NP(NP)	european
POwsd256_149:187	youth	NP(NP)	youth
POwsd256_149:188	pact	NP(NP)	pact
POwsd256_149:189	_0	PA(PA)	
POwsd256_149:190	er	UH(UH)	er
POwsd256_149:191	that	DT(DT)	that
POwsd256_149:192	's	VBS(VBS)	be
POwsd256_149:193	definitely	RB(RB)	definitely
POwsd256_149:194	the	DT(DT)	the
POwsd256_149:195	let	VV(VV)	let
POwsd256_149:196	's	PP(PP)	we
POwsd256_149:197	say	VV(VV)	say
POwsd256_149:198	the	DT(DT)	the
POwsd256_149:199	answers	NNS(NNS)	answer
POwsd256_149:200	to	IN(IN)	to
POwsd256_149:201	the	DT(DT)	the
POwsd256_149:202	first	JJ(JJ)	first
POwsd256_149:203	question	NN(NN)	question
POwsd256_149:204	will	MD(MD)	will
POwsd256_149:205	be	VB(VB)	be
POwsd256_149:206	quite	RB(RB)	quite
POwsd256_149:207	negative	JJ(JJ)	negative
POwsd256_149:208	_1	PA(PA)	
POwsd256_149:209	it	PP(PP)	it
POwsd256_149:210	's	VBS(VBS)	be
POwsd256_149:211	_0	PA(PA)	
POwsd256_149:212	xx	UNI(UNI)	
POwsd256_149:213	probably	RB(RB)	probably
POwsd256_149:214	quite	RB(RB)	quite
POwsd256_149:215	clear	JJ(JJ)	clear
POwsd256_149:216	okay	RE(RE)	okay
POwsd256_149:217	what	WP(WP)	what
POwsd256_149:218	_1	PA(PA)	
POwsd256_149:219	erm	UH(UH)	erm
POwsd256_149:220	_0	PA(PA)	
POwsd256_149:221	let	VV(VV)	let
POwsd256_149:222	's	PP(PP)	we
POwsd256_149:223	say	VV(VV)	say
POwsd256_149:224	that	IN(IN)	that
POwsd256_149:225	the	DT(DT)	the
POwsd256_149:226	first	JJ(JJ)	first
POwsd256_149:227	steps	NNS(NNS)	step
POwsd256_149:228	have	VHP(VHP)	have
POwsd256_149:229	been	VBN(VBN)	be
POwsd256_149:230	set	VVN(VVN)	set
POwsd256_149:231	and	CC(CC)	and
POwsd256_149:232	_0	PA(PA)	
POwsd256_149:233	apparently	RB(RB)	apparently
POwsd256_149:234	there	EX(EX)	there
POwsd256_149:235	seems	VVZ(VVZ)	seem
POwsd256_149:236	to	TO(TO)	to
POwsd256_149:237	be	VB(VB)	be
POwsd256_149:238	some	DT(DT)	some
POwsd256_149:239	coordination	NN(NN)	coordination
POwsd256_149:240	some	DT(DT)	some
POwsd256_149:241	involved	VVN(VVN)	involve
POwsd256_149:242	already	RB(RB)	already
POwsd256_149:243	of	IN(IN)	of
POwsd256_149:244	different	JJ(JJ)	different
POwsd256_149:245	actors	NNS(NNS)	actor
POwsd256_149:246	_0	PA(PA)	
POwsd256_149:247	but	CC(CC)	but
POwsd256_149:248	_0	PA(PA)	
POwsd256_149:249	where	WRB(WRB)	where
POwsd256_149:250	do	VVP(VVP)	do
POwsd256_149:251	you	PP(PP)	you
POwsd256_149:252	want	VV(VV)	want
POwsd256_149:253	to	TO(TO)	to
POwsd256_149:254	go	VV(VV)	go
POwsd256_149:255	with	IN(IN)	with
POwsd256_149:256	this	DT(DT)	this
POwsd256_149:257	er	UH(UH)	er
POwsd256_149:258	with	IN(IN)	with
POwsd256_149:259	this	DT(DT)	this
POwsd256_149:260	whole	JJ(JJ)	whole
POwsd256_149:261	process	NN(NN)	process
POwsd256_149:262	_0	PA(PA)	
POwsd256_149:263	erm	UH(UH)	erm
POwsd256_149:264	so	DM(DM)	so
POwsd256_149:265	what	WP(WP)	what
POwsd256_149:266	do	VVP(VVP)	do
POwsd256_149:267	we	PP(PP)	we
POwsd256_149:268	expect	VV(VV)	expect
POwsd256_149:269	from	IN(IN)	from
POwsd256_149:270	the	DT(DT)	the
POwsd256_149:271	european	NP(NP)	european
POwsd256_149:272	youth	NP(NP)	youth
POwsd256_149:273	pact	NP(NP)	pact
POwsd256_149:274	and	CC(CC)	and
POwsd256_149:275	what	WDT(WDT)/WP(WP)	what
POwsd256_149:276	_0	PA(PA)	
POwsd256_149:277	er	UH(UH)	er
POwsd256_149:278	_1	PA(PA)	
POwsd256_149:279	er	UH(UH)	er
POwsd256_149:280	in	IN(IN)	in
POwsd256_149:281	what	WDT(WDT)	what
POwsd256_149:282	way	NN(NN)	way
POwsd256_149:283	_0	PA(PA)	
POwsd256_149:284	would	MD(MD)	will
POwsd256_149:285	we	PP(PP)	we
POwsd256_149:286	like	VV(VV)	like
POwsd256_149:287	to	TO(TO)	to
POwsd256_149:288	be	VB(VB)	be
POwsd256_149:289	should	MD(MD)	shall
POwsd256_149:290	youth	NNS(NNS)	youth
POwsd256_149:291	organizations	NNS(NNS)	organization
POwsd256_149:292	be	VB(VB)	be
POwsd256_149:293	involved	VVN(VVN)	involve
POwsd256_149:294	_0	PA(PA)	
POwsd256_149:295	in	IN(IN)	in
POwsd256_149:296	the	DT(DT)	the
POwsd256_149:297	_0	PA(PA)	
POwsd256_149:298	in	IN(IN)	in
POwsd256_149:299	the	DT(DT)	the
POwsd256_149:300	follow-up	NN(NN)	follow-up
POwsd256_149:301	of	IN(IN)	of
POwsd256_149:302	the	DT(DT)	the
POwsd256_149:303	youth	NN(NN)	youth
POwsd256_149:304	pact	NN(NN)	pact

POwsd256_150:1	mhm	RE(RE)	mhm

POwsd256_151:1	those	DT(DT)	those
POwsd256_151:2	are	VBP(VBP)	be
POwsd256_151:3	the	DT(DT)	the
POwsd256_151:4	four	CD(CD)	four
POwsd256_151:5	questions	NNS(NNS)	question
POwsd256_151:6	erm	UH(UH)	erm
POwsd256_151:7	again	RB(RB)	again
POwsd256_151:8	four	CD(CD)	four
POwsd256_151:9	as	IN(IN)	as
POwsd256_151:10	as	IN(IN)	as
POwsd256_151:11	yesterday	RB(RB)	yesterday
POwsd256_151:12	_0	PA(PA)	
POwsd256_151:13	erm	UH(UH)	erm
POwsd256_151:14	_1	PA(PA)	
POwsd256_151:15	when	WRB(WRB)	when
POwsd256_151:16	it	PP(PP)	it
POwsd256_151:17	comes	VVZ(VVZ)	come
POwsd256_151:18	to	IN(IN)	to
POwsd256_151:19	time	NN(NN)	time
POwsd256_151:20	we	PP(PP)	we
POwsd256_151:21	hav-	XX(XX)	
POwsd256_151:22	we	PP(PP)	we
POwsd256_151:23	have	VHP(VHP)	have
POwsd256_151:24	th-	XX(XX)	
POwsd256_151:25	the	DT(DT)	the
POwsd256_151:26	we	PP(PP)	we
POwsd256_151:27	have	VHP(VHP)	have
POwsd256_151:28	to	TO(TO)	to
POwsd256_151:29	end	VV(VV)	end
POwsd256_151:30	at	IN(IN)	at
POwsd256_151:31	six	CD(CD)	six
POwsd256_151:32	o'clock	RB(RB)	o'clock
POwsd256_151:33	because	IN(IN)	because
POwsd256_151:34	we	PP(PP)	we
POwsd256_151:35	have	VHP(VHP)	have
POwsd256_151:36	to	TO(TO)	to
POwsd256_151:37	go	VV(VV)	go
POwsd256_151:38	back	RB(RB)	back
POwsd256_151:39	into	IN(IN)	into
POwsd256_151:40	er	UH(UH)	er
POwsd256_151:41	_0	PA(PA)	
POwsd256_151:42	working	VVG(NNS)	work
POwsd256_151:43	groups	NNS(NNS)	group
POwsd256_151:44	then	RB(RB)	then
POwsd256_151:45	and	CC(CC)	and
POwsd256_151:46	i	PP(PP)	i
POwsd256_151:47	w-	XX(XX)	
POwsd256_151:48	i	PP(PP)	i
POwsd256_151:49	would	MD(MD)	will
POwsd256_151:50	like	VV(VV)	like
POwsd256_151:51	to	TO(TO)	to
POwsd256_151:52	have	VH(VH)	have
POwsd256_151:53	_0	PA(PA)	

POwsd256_152:1	mhm	RE(RE)	mhm

POwsd256_153:1	half	PDT(PDT)	half
POwsd256_153:2	an	DT(DT)	a
POwsd256_153:3	hour	NN(NN)	hour
POwsd256_153:4	at	IN(IN)	at
POwsd256_153:5	the	DT(DT)	the
POwsd256_153:6	end	NN(NN)	end
POwsd256_153:7	at	RB(RB)	at
POwsd256_153:8	least	RB(RB)	least
POwsd256_153:9	to	TO(TO)	to
POwsd256_153:10	discuss	VV(VV)	discuss
POwsd256_153:11	everything	NN(NN)	everything
POwsd256_153:12	the	DT(DT)	the
POwsd256_153:13	whole	JJ(JJ)	whole
POwsd256_153:14	group	NN(NN)	group
POwsd256_153:15	so	IN(IN)	so
POwsd256_153:16	that	IN(IN)	that
POwsd256_153:17	we	PP(PP)	we
POwsd256_153:18	can	MD(MD)	can
POwsd256_153:19	agree	VV(VV)	agree
POwsd256_153:20	on	IN(IN)	on
POwsd256_153:21	_0	PA(PA)	
POwsd256_153:22	common	JJ(JJ)	common
POwsd256_153:23	messages	NNS(NNS)	message
POwsd256_153:24	_0	PA(PA)	
POwsd256_153:25	so	DM(DM)	so
POwsd256_153:26	i	PP(PP)	i
POwsd256_153:27	would	MD(MD)	will
POwsd256_153:28	_0	PA(PA)	
POwsd256_153:29	give	VV(VV)	give
POwsd256_153:30	you	PP(PP)	you
POwsd256_153:31	around	RB(RB)	around
POwsd256_153:32	forty-five	CD(CD)	forty-five
POwsd256_153:33	minutes	NNS(NNS)	minute
POwsd256_153:34	_1	PA(PA)	
POwsd256_153:35	to	TO(TO)	to
POwsd256_153:36	discuss	VV(VV)	discuss
POwsd256_153:37	it	PP(PP)	it
POwsd256_153:38	in	IN(IN)	in
POwsd256_153:39	the	DT(DT)	the
POwsd256_153:40	two	CD(CD)	two
POwsd256_153:41	groups	NNS(NNS)	group
POwsd256_153:42	_0	PA(PA)	
POwsd256_153:43	that	DT(DT)	that
POwsd256_153:44	okay	JJ(JJ)	okay

POwsd256_154:1	mhm	RE(RE)	mhm
POwsd256_154:2	_1	PA(PA)	

POwsd256_155:1	okay	RE(RE)	okay
POwsd256_155:2	_0	PA(PA)	
POwsd256_155:3	go	VV(VV)	go

