PBpan25_1:1	good	FI(FI)	good
PBpan25_44:44	contradiction	NN(NN)	contradiction
PBpan25_44:45	in	IN(IN)	in
PBpan25_44:46	itself	PP(PP)	it
PBpan25_44:47	_1	PA(PA)	
PBpan25_44:48	it	PP(PP)	it
PBpan25_44:49	is	VBZ(VBZ)	be
PBpan25_44:50	the	DT(DT)	the
PBpan25_44:51	inherited	VVN(JJ)	inherit
PBpan25_44:52	contradictory	JJ(NN)	contradictory
PBpan25_44:53	and	CC(CC)	and
PBpan25_44:54	er	UH(UH)	er
PBpan25_44:55	can	MD(MD)	can
PBpan25_44:56	not	RB(RB)	not
PBpan25_44:57	be	VB(VB)	be
PBpan25_44:58	around	RB(RB)	around
PBpan25_44:59	_0	PA(PA)	
PBpan25_44:60	on	IN(IN)	on
PBpan25_44:61	the	DT(DT)	the
PBpan25_44:62	other	JJ(JJ)	other
PBpan25_44:63	hand	NN(NN)	hand
PBpan25_44:64	and	CC(CC)	and
PBpan25_44:65	this	DT(DT)	this
PBpan25_44:66	is	VBZ(VBZ)	be
PBpan25_44:67	also	RB(RB)	also
PBpan25_44:68	a	DT(DT)	a
PBpan25_44:69	problem	NN(NN)	problem
PBpan25_44:70	with	IN(IN)	with
PBpan25_44:71	the	DT(DT)	the
PBpan25_44:72	inflation	NN(NN)	inflation
PBpan25_44:73	targeting	VVG(NN)	target/targeting
PBpan25_44:74	_0	PA(PA)	
PBpan25_44:75	i	PP(PP)	i
PBpan25_44:76	can	MD(MD)	can
PBpan25_44:77	hardly	RB(RB)	hardly
PBpan25_44:78	imagine	VV(VV)	imagine
PBpan25_44:79	in	IN(IN)	in
PBpan25_44:80	case	NN(NN)	case
PBpan25_44:81	of	IN(IN)	of
PBpan25_44:82	a	DT(DT)	a
PBpan25_44:83	small	JJ(JJ)	small
PBpan25_44:84	open	JJ(JJ)	open
PBpan25_44:85	economy	NN(NN)	economy
PBpan25_44:86	_0	PA(PA)	
PBpan25_44:87	any	DT(DT)	any
PBpan25_44:88	central	NN(NN)	central
PBpan25_44:89	bank	NN(NN)	bank
PBpan25_44:90	any	DT(DT)	any
PBpan25_44:91	government	NN(NN)	government
PBpan25_44:92	can	MD(MD)	can
PBpan25_44:93	say	VV(VV)	say
PBpan25_44:94	that	IN(IN)	that
PBpan25_44:95	_0	PA(PA)	
PBpan25_44:96	that	IN(IN)	that
PBpan25_44:97	we	PP(PP)	we
PBpan25_44:98	do	VVP(VVP)	do
PBpan25_44:99	not	RB(RB)	not
PBpan25_44:100	care	VV(VV)	care
PBpan25_44:101	about	IN(IN)	about
PBpan25_44:102	the	DT(DT)	the
PBpan25_44:103	exchange	NN(NN)	exchange
PBpan25_44:104	rate	NN(NN)	rate
PBpan25_44:105	_0	PA(PA)	
PBpan25_44:106	and	CC(CC)	and
PBpan25_44:107	as	RB(RB)	as
PBpan25_44:108	long	RB(RB)	long
PBpan25_44:109	as	IN(IN)	as
PBpan25_44:110	we	PP(PP)	we
PBpan25_44:111	can	MD(MD)	can
PBpan25_44:112	not	RB(RB)	not
PBpan25_44:113	say	VV(VV)	say
PBpan25_44:114	that	IN(IN)	that
PBpan25_44:115	we	PP(PP)	we
PBpan25_44:116	are	VBP(VBP)	be
PBpan25_44:117	not	RB(RB)	not
PBpan25_44:118	interested	JJ(JJ)	interested
PBpan25_44:119	in	IN(IN)	in
PBpan25_44:120	_0	PA(PA)	
PBpan25_44:121	some	DT(DT)	some
PBpan25_44:122	type	NN(NN)	type
PBpan25_44:123	of	IN(IN)	of
PBpan25_44:124	_0	PA(PA)	
PBpan25_44:125	keeping	VVG(VVG)	keep
PBpan25_44:126	the	DT(DT)	the
PBpan25_44:127	level	NN(NN)	level
PBpan25_44:128	of	IN(IN)	of
PBpan25_44:129	the	DT(DT)	the
PBpan25_44:130	exchange	NN(NN)	exchange
PBpan25_44:131	rate	NN(NN)	rate
PBpan25_44:132	_0	PA(PA)	
PBpan25_44:133	at	IN(IN)	at
PBpan25_44:134	a	DT(DT)	a
PBpan25_44:135	reasonable	JJ(JJ)	reasonable
PBpan25_44:136	level	NN(NN)	level
PBpan25_44:137	_0	PA(PA)	
PBpan25_44:138	we	PP(PP)	we
PBpan25_44:139	can	MD(MD)	can
PBpan25_44:140	not	RB(RB)	not
PBpan25_44:141	efficiently	RB(RB)	efficiently
PBpan25_44:142	use	VV(VV)	use
PBpan25_44:143	inflation	NN(NN)	inflation
PBpan25_44:144	targeting	VVG(NN)	target/targeting
PBpan25_44:145	either	RB(RB)	either
PBpan25_44:146	_0	PA(PA)	
PBpan25_44:147	so	DM(DM)	so
PBpan25_44:148	it	PP(PP)	it
PBpan25_44:149	's	VBS(VBS)	be
PBpan25_44:150	it	PP(PP)	it
PBpan25_44:151	's	VBS(VBS)	be
PBpan25_44:152	really	RB(RB)	really
PBpan25_44:153	a	DT(DT)	a
PBpan25_44:154	a	DT(DT)	a
PBpan25_44:155	inherent	JJ(JJ)	inherent
PBpan25_44:156	problem	NN(NN)	problem
PBpan25_44:157	but	CC(CC)	but
PBpan25_44:158	er	UH(UH)	er
PBpan25_44:159	_0	PA(PA)	
PBpan25_44:160	you	PP(PP)	you
PBpan25_44:161	er	UH(UH)	er
PBpan25_44:162	all	DT(DT)	all
PBpan25_44:163	of	IN(IN)	of
PBpan25_44:164	you	PP(PP)	you
PBpan25_44:165	are	VBP(VBP)	be
PBpan25_44:166	confronted	VVN(VVN)	confront
PBpan25_44:167	with	IN(IN)	with
PBpan25_44:168	on	IN(IN)	on
PBpan25_44:169	a	DT(DT)	a
PBpan25_44:170	daily	JJ(JJ)	daily
PBpan25_44:171	basis	NN(NN)	basis
PBpan25_44:172	in	IN(IN)	in
PBpan25_44:173	in	IN(IN)	in
PBpan25_44:174	er	UH(UH)	er
PBpan25_44:175	_0	PA(PA)	
PBpan25_44:176	designing	VVG(VVG)	design
PBpan25_44:177	the	DT(DT)	the
PBpan25_44:178	monetary	JJ(JJ)	monetary
PBpan25_44:179	policy	NN(NN)	policy
PBpan25_44:180	framework	NN(NN)	framework
PBpan25_44:181	_0	PA(PA)	
PBpan25_44:182	now	RB(RB)	now
PBpan25_44:183	if	IN(IN)	if
PBpan25_44:184	you	PP(PP)	you
PBpan25_44:185	er	UH(UH)	er
PBpan25_44:186	may	MD(MD)	may
PBpan25_44:187	xxx	UNI(UNI)	
PBpan25_44:188	invite	VV(VV)	invite
PBpan25_44:189	you	PP(PP)	you
PBpan25_44:190	_0	PA(PA)	
PBpan25_44:191	of	RB(RB)	of
PBpan25_44:192	course	RB(RB)	course

PBpan25_45:1	x	UNI(UNI)	
PBpan25_45:2	x	UNI(UNI)	
PBpan25_45:3	xx	UNI(UNI)	
PBpan25_45:4	x	UNI(UNI)	
PBpan25_45:5	x	UNI(UNI)	
PBpan25_45:6	xxx	UNI(UNI)	
PBpan25_45:7	x	UNI(UNI)	
PBpan25_45:8	xx	UNI(UNI)	
PBpan25_45:9	x	UNI(UNI)	
PBpan25_45:10	we	PP(PP)	we
PBpan25_45:11	have	VHP(VHP)	have
PBpan25_45:12	a	DT(DT)	a
PBpan25_45:13	point	NN(NN)	point
PBpan25_45:14	in	IN(IN)	in
PBpan25_45:15	the	DT(DT)	the
PBpan25_45:16	fact	NN(NN)	fact
PBpan25_45:17	that	IN(IN)	that
PBpan25_45:18	_0	PA(PA)	
PBpan25_45:19	compatibility	NN(NN)	compatibility
PBpan25_45:20	with	IN(IN)	with
PBpan25_45:21	the	DT(DT)	the
PBpan25_45:22	narrow	JJ(JJ)	narrow
PBpan25_45:23	bend	NN(NN)	bend
PBpan25_45:24	definition	NN(NN)	definition
PBpan25_45:25	of	IN(IN)	of
PBpan25_45:26	s_erm	NP(NP)	s_erm
PBpan25_45:27	two	CD(CD)	two
PBpan25_45:28	_0	PA(PA)	
PBpan25_45:29	is	VBZ(VBZ)	be
PBpan25_45:30	a	DT(DT)	a
PBpan25_45:31	problem	NN(NN)	problem
PBpan25_45:32	_0	PA(PA)	
PBpan25_45:33	for	IN(IN)	for
PBpan25_45:34	us	PP(PP)	we
PBpan25_45:35	it	PP(PP)	it
PBpan25_45:36	's	VBS(VBS)	be
PBpan25_45:37	important	JJ(JJ)	important
PBpan25_45:38	to	TO(TO)	to
PBpan25_45:39	get	VV(VV)	get
PBpan25_45:40	two	CD(CD)	two
PBpan25_45:41	levels	NNS(NNS)	level
PBpan25_45:42	compatible	JJ(JJ)	compatible
PBpan25_45:43	with	IN(IN)	with
PBpan25_45:44	the	DT(DT)	the
PBpan25_45:45	monetary	JJ(JJ)	monetary
PBpan25_45:46	xx	UNI(UNI)	
PBpan25_45:47	you	PP(PP)	you
PBpan25_45:48	are	VBP(VBP)	be
PBpan25_45:49	still	RB(RB)	still
PBpan25_45:50	_0	PA(PA)	
PBpan25_45:51	er	UH(UH)	er
PBpan25_45:52	with	IN(IN)	with
PBpan25_45:53	very	RB(RB)	very
PBpan25_45:54	good	JJ(JJ)	good
PBpan25_45:55	success	NN(NN)	success
PBpan25_45:56	this	DT(DT)	this
PBpan25_45:57	year	NN(NN)	year
PBpan25_45:58	er	UH(UH)	er
PBpan25_45:59	er	UH(UH)	er
PBpan25_45:60	erm	UH(UH)	erm
PBpan25_45:61	for	IN(IN)	for
PBpan25_45:62	_0	PA(PA)	
PBpan25_45:63	at	IN(IN)	at
PBpan25_45:64	nine	CD(CD)	nine
PBpan25_45:65	point	NN(NN)	point
PBpan25_45:66	three	CD(CD)	three
PBpan25_45:67	per	NN(NN)	per
PBpan25_45:68	cent	NN(NN)	cent
PBpan25_45:69	_0	PA(PA)	
PBpan25_45:70	and	CC(CC)	and
PBpan25_45:71	in	IN(IN)	in
PBpan25_45:72	order	IN(IN)	order
PBpan25_45:73	to	IN(IN)	to
PBpan25_45:74	get	VV(VV)	get
PBpan25_45:75	to	IN(IN)	to
PBpan25_45:76	three	CD(CD)	three
PBpan25_45:77	per	NN(NN)	per
PBpan25_45:78	cent	NN(NN)	cent
PBpan25_45:79	it	PP(PP)	it
PBpan25_45:80	's	VBS(VBS)	be
PBpan25_45:81	quite	PDT(PDT)	quite
PBpan25_45:82	a	DT(DT)	a
PBpan25_45:83	long	JJ(JJ)	long
PBpan25_45:84	way	NN(NN)	way
PBpan25_45:85	to	IN(IN)/TO(TO)	to
PBpan25_45:86	x	UNI(UNI)	
PBpan25_45:87	everybody	NN(NN)	everybody
PBpan25_45:88	knows	VVZ(VVZ)	know
PBpan25_45:89	that	IN(IN)	that
PBpan25_45:90	_0	PA(PA)	
PBpan25_45:91	er	UH(UH)	er
PBpan25_45:92	let	VV(VV)	let
PBpan25_45:93	's	PP(PP)	we
PBpan25_45:94	say	VV(VV)	say
PBpan25_45:95	the	DT(DT)	the
PBpan25_45:96	the	DT(DT)	the
PBpan25_45:97	social	JJ(JJ)	social
PBpan25_45:98	acceptance	NN(NN)	acceptance
PBpan25_45:99	of	IN(IN)	of
PBpan25_45:100	lower	JJR(JJR)	low
PBpan25_45:101	inflation	NN(NN)	inflation
PBpan25_45:102	rates	NNS(NNS)	rate
PBpan25_45:103	is	VBZ(VBZ)	be
PBpan25_45:104	quite	RB(RB)	quite
PBpan25_45:105	high	JJ(JJ)	high
PBpan25_45:106	so	DM(DM)	so
PBpan25_45:107	fighting	VVG(VVG)	fight
PBpan25_45:108	_0	PA(PA)	
PBpan25_45:109	them	PP(PP)	they
PBpan25_45:110	and	CC(CC)	and
PBpan25_45:111	and	CC(CC)	and
PBpan25_45:112	erm	UH(UH)	erm
PBpan25_45:113	er	UH(UH)	er
PBpan25_45:114	having	VHG(VHG)	have
PBpan25_45:115	to	TO(TO)	to
PBpan25_45:116	do	VV(VV)	do
PBpan25_45:117	with	IN(IN)	with
PBpan25_45:118	a	DT(DT)	a
PBpan25_45:119	higher	JJR(JJR)	high
PBpan25_45:120	sacrifice	NN(NN)	sacrifice
PBpan25_45:121	ratio	NN(NN)	ratio
PBpan25_45:122	_0	PA(PA)	
PBpan25_45:123	is	VBZ(VBZ)	be
PBpan25_45:124	an	DT(DT)	a
PBpan25_45:125	important	JJ(JJ)	important
PBpan25_45:126	thing	NN(NN)	thing
PBpan25_45:127	_0	PA(PA)	
PBpan25_45:128	accessing	VVG(VVG)	access
PBpan25_45:129	expectations	NNS(NNS)	expectation
PBpan25_45:130	more	RBR(RBR)	more
PBpan25_45:131	xx	UNI(UNI)	
PBpan25_45:132	by	IN(IN)	by
PBpan25_45:133	inflation	NN(NN)	inflation
PBpan25_45:134	targeting	VVG(NN)	target/targeting
PBpan25_45:135	i	PP(PP)	i
PBpan25_45:136	think	VVP(VVP)	think
PBpan25_45:137	will	MD(MD)	will
PBpan25_45:138	_0	PA(PA)	
PBpan25_45:139	provide	VV(VV)	provide
PBpan25_45:140	an	DT(DT)	a
PBpan25_45:141	important	JJ(JJ)	important
PBpan25_45:142	tool	NN(NN)	tool
PBpan25_45:143	in	IN(IN)	in
PBpan25_45:144	the	DT(DT)	the
PBpan25_45:145	case	NN(NN)	case
PBpan25_45:146	of	IN(IN)	of
PBpan25_45:147	a_[place7]	NP(NP)	
PBpan25_45:148	to	TO(TO)	to
PBpan25_45:149	do	VV(VV)	do
PBpan25_45:150	this	DT(DT)	this
PBpan25_45:151	_0	PA(PA)	
PBpan25_45:152	erm	UH(UH)	erm
PBpan25_45:153	the	DT(DT)	the
PBpan25_45:154	other	JJ(JJ)	other
PBpan25_45:155	question	NN(NN)	question
PBpan25_45:156	i	PP(PP)	i
PBpan25_45:157	i	PP(PP)	i
PBpan25_45:158	i	PP(PP)	i
PBpan25_45:159	have	VHP(VHP)	have
PBpan25_45:160	a	DT(DT)	a
PBpan25_45:161	different	JJ(JJ)	different
PBpan25_45:162	view	NN(NN)	view
PBpan25_45:163	on	IN(IN)	on
PBpan25_45:164	though	RB(RB)	though
PBpan25_45:165	because	IN(IN)	because
PBpan25_45:166	in	IN(IN)	in
PBpan25_45:167	a	DT(DT)	a
PBpan25_45:168	small	JJ(JJ)	small
PBpan25_45:169	open	JJ(JJ)	open
PBpan25_45:170	economy	NN(NN)	economy
PBpan25_45:171	again	RB(RB)	again
PBpan25_45:172	as	IN(IN)	as
PBpan25_45:173	i	PP(PP)	i
PBpan25_45:174	said	VVD(VVD)	say
PBpan25_45:175	_0	PA(PA)	
PBpan25_45:176	you	PP(PP)	you
PBpan25_45:177	have	VHP(VHP)	have
PBpan25_45:178	a	DT(DT)	a
PBpan25_45:179	lot	NN(NN)	lot
PBpan25_45:180	of	IN(IN)	of
PBpan25_45:181	xxx	UNI(UNI)	
PBpan25_45:182	anyway	RB(RB)	anyway
PBpan25_45:183	no	DT(DT)	no
PBpan25_45:184	matter	NN(NN)	matter
PBpan25_45:185	what	WP(WP)	what
PBpan25_45:186	the	DT(DT)	the
PBpan25_45:187	choice	NN(NN)	choice
PBpan25_45:188	of	IN(IN)	of
PBpan25_45:189	false	JJ(JJ)	false
PBpan25_45:190	illusion	NN(NN)	illusion
PBpan25_45:191	is	VBZ(VBZ)	be
PBpan25_45:192	_0	PA(PA)	
PBpan25_45:193	nobody	NN(NN)	nobody
PBpan25_45:194	is	VBZ(VBZ)	be
PBpan25_45:195	saying	VVG(VVG)	say
PBpan25_45:196	we	PP(PP)	we
PBpan25_45:197	we	PP(PP)	we
PBpan25_45:198	're	VBP(VBP)	be
PBpan25_45:199	not	RB(RB)	not
PBpan25_45:200	interested	JJ(JJ)	interested
PBpan25_45:201	in	IN(IN)	in
PBpan25_45:202	in	IN(IN)	in
PBpan25_45:203	the	DT(DT)	the
PBpan25_45:204	level	NN(NN)	level
PBpan25_45:205	_0	PA(PA)	
PBpan25_45:206	right	DM(DM)	right
PBpan25_45:207	you	PP(DM)	you
PBpan25_45:208	know	VVP(DM)	know
PBpan25_45:209	in	IN(IN)	in
PBpan25_45:210	the	DT(DT)	the
PBpan25_45:211	exchange	NN(NN)	exchange
PBpan25_45:212	rate	NN(NN)	rate
PBpan25_45:213	per	RB(RB)	per
PBpan25_45:214	se	RB(RB)	se
PBpan25_45:215	but	CC(CC)	but
PBpan25_45:216	there	EX(EX)	there
PBpan25_45:217	's	VBS(VBS)	be
PBpan25_45:218	different	JJ(JJ)	different
PBpan25_45:219	ways	NNS(NNS)	way
PBpan25_45:220	in	IN(IN)	in
PBpan25_45:221	y-	XX(XX)	
PBpan25_45:222	in	IN(IN)	in
PBpan25_45:223	which	PRE(PRE)	which
PBpan25_45:224	you	PP(PP)	you
PBpan25_45:225	can	MD(MD)	can
PBpan25_45:226	do	VV(VV)	do
PBpan25_45:227	it	PP(PP)	it
PBpan25_45:228	_0	PA(PA)	
PBpan25_45:229	a_[place7]	NP(NP)	
PBpan25_45:230	for	RB(RB)	for
PBpan25_45:231	example	RB(RB)	example
PBpan25_45:232	_0	PA(PA)	
PBpan25_45:233	since	IN(IN)	since
PBpan25_45:234	november	NP(NP)	november
PBpan25_45:235	_0	PA(PA)	
PBpan25_45:236	has	VHZ(VHZ)	have
PBpan25_45:237	announced	VVN(VVN)	announce
PBpan25_45:238	_0	PA(PA)	
PBpan25_45:239	it	PP(PP)	it
PBpan25_45:240	will	MD(MD)	will
PBpan25_45:241	allow	VV(VV)	allow
PBpan25_45:242	greater	JJR(JJR)	great
PBpan25_45:243	flexibility	NN(NN)	flexibility
PBpan25_45:244	_0	PA(PA)	
PBpan25_45:245	by	IN(IN)	by
PBpan25_45:246	intervening	VVG(VVG)	intervene
PBpan25_45:247	_0	PA(PA)	
PBpan25_45:248	far	RB(RB)	far
PBpan25_45:249	less	RBR(RBR)	less
PBpan25_45:250	frequently	RB(RB)	frequently
PBpan25_45:251	_0	PA(PA)	
PBpan25_45:252	more	JJR(JJR)	more
PBpan25_45:253	size	NN(NN)	size
PBpan25_45:254	x	UNI(UNI)	
PBpan25_45:255	being	VBG(VBG)	be
PBpan25_45:256	and	CC(CC)	and
PBpan25_45:257	less	JJR(JJR)	less
PBpan25_45:258	xxxx	UNI(UNI)	
PBpan25_45:259	_0	PA(PA)	
PBpan25_45:260	this	DT(DT)	this
PBpan25_45:261	being	VBG(VBG)	be
PBpan25_45:262	xx	UNI(UNI)	
PBpan25_45:263	also	RB(RB)	also
PBpan25_45:264	to	TO(TO)	to
PBpan25_45:265	to	TO(TO)	to
PBpan25_45:266	of	RB(RB)	of
PBpan25_45:267	course	RB(RB)	course
PBpan25_45:268	minimize	VV(VV)	minimize
PBpan25_45:269	xxx	UNI(UNI)	
PBpan25_45:270	for	IN(IN)	for
PBpan25_45:271	_0	PA(PA)	
PBpan25_45:272	potentially	RB(RB)	potentially
PBpan25_45:273	xxx	UNI(UNI)	
PBpan25_45:274	influence	NN(NN)/V(V)	influence
PBpan25_45:275	once	RB(RB)	once
PBpan25_45:276	er	UH(UH)	er
PBpan25_45:277	non-residents	NNS(NNS)	non-resident
PBpan25_45:278	can	MD(MD)	can
PBpan25_45:279	access	VV(VV)	access
PBpan25_45:280	can	MD(MD)	can
PBpan25_45:281	access	VV(VV)	access
PBpan25_45:282	er	UH(UH)	er
PBpan25_45:283	_0	PA(PA)	
PBpan25_45:284	er	UH(UH)	er
PBpan25_45:285	various	JJ(JJ)	various
PBpan25_45:286	x	UNI(UNI)	
PBpan25_45:287	currency	NN(NN)	currency
PBpan25_45:288	deposits	NNS(NNS)	deposit
PBpan25_45:289	but	CC(CC)	but
PBpan25_45:290	also	RB(RB)	also
PBpan25_45:291	_0	PA(PA)	
PBpan25_45:292	in	IN(IN)	in
PBpan25_45:293	view	NN(NN)	view
PBpan25_45:294	of	IN(IN)	of
PBpan25_45:295	inflation	NN(NN)	inflation
PBpan25_45:296	targeting	VVG(NN)	target/targeting
PBpan25_45:297	i	PP(DM)	i
PBpan25_45:298	mean	VVP(DM)	mean
PBpan25_45:299	xx	UNI(UNI)	
PBpan25_45:300	of	RB(RB)	of
PBpan25_45:301	course	RB(RB)	course
PBpan25_45:302	in	IN(IN)	in
PBpan25_45:303	the	DT(DT)	the
PBpan25_45:304	middle	NN(NN)	middle
PBpan25_45:305	of	IN(IN)	of
PBpan25_45:306	the	DT(DT)	the
PBpan25_45:307	year	NN(NN)	year
PBpan25_45:308	_0	PA(PA)	
PBpan25_45:309	also	RB(RB)	also
PBpan25_45:310	let	VV(VV)	let
PBpan25_45:311	's	PP(PP)	we
PBpan25_45:312	not	RB(RB)	not
PBpan25_45:313	forget	VV(VV)	forget
PBpan25_45:314	that	IN(IN)	that
PBpan25_45:315	_0	PA(PA)	
PBpan25_45:316	if	IN(IN)	if
PBpan25_45:317	you	PP(PP)	you
PBpan25_45:318	can	MD(MD)	can
PBpan25_45:319	xx	UNI(UNI)	
PBpan25_45:320	exist	VV(VV)	exist
PBpan25_45:321	x	UNI(UNI)	
PBpan25_45:322	the	DT(DT)	the
PBpan25_45:323	dirty	JJ(JJ)	dirty
PBpan25_45:324	flow	NN(NN)	flow
PBpan25_45:325	as	RB(RB)	as
PBpan25_45:326	long	RB(RB)	long
PBpan25_45:327	as	IN(IN)	as
PBpan25_45:328	you	PP(PP)	you
PBpan25_45:329	're	VBP(VBP)	be
PBpan25_45:330	not	RB(RB)	not
PBpan25_45:331	sending	VVG(VVG)	send
PBpan25_45:332	_0	PA(PA)	
PBpan25_45:333	er	UH(UH)	er
PBpan25_45:334	messages	NNS(NNS)	message
PBpan25_45:335	about	IN(IN)	about
PBpan25_45:336	the	DT(DT)	the
PBpan25_45:337	level	NN(NN)	level
PBpan25_45:338	_0	PA(PA)	
PBpan25_45:339	you	PP(PP)	you
PBpan25_45:340	can	MD(MD)	can
PBpan25_45:341	intervene	VV(VV)	intervene
PBpan25_45:342	for	IN(IN)	for
PBpan25_45:343	different	JJ(JJ)	different
PBpan25_45:344	reasons	NNS(NNS)	reason
PBpan25_45:345	_0	PA(PA)	
PBpan25_45:346	you	PP(PP)	you
PBpan25_45:347	do	VVP(VVP)	do
PBpan25_45:348	n't	RB(RB)	not
PBpan25_45:349	necessarily	RB(RB)	necessarily
PBpan25_45:350	have	VH(VH)	have
PBpan25_45:351	to	TO(TO)	to
PBpan25_45:352	xxxx	UNI(UNI)	
PBpan25_45:353	different	JJ(JJ)	different
PBpan25_45:354	level	NN(NN)	level
PBpan25_45:355	if	IN(IN)	if
PBpan25_45:356	not	RB(RB)	not
PBpan25_45:357	that	IN(IN)	that
PBpan25_45:358	you	PP(PP)	you
PBpan25_45:359	want	VVP(VVP)	want
PBpan25_45:360	_0	PA(PA)	
PBpan25_45:361	or	CC(CC)	or
PBpan25_45:362	or	CC(CC)	or
PBpan25_45:363	think	VVP(VVP)	think
PBpan25_45:364	that	IN(IN)	that
PBpan25_45:365	xxxally	UNI(UNI)	
PBpan25_45:366	_0	PA(PA)	
PBpan25_45:367	there	EX(EX)	there
PBpan25_45:368	's	VBS(VBP)	be
PBpan25_45:369	also	RB(RB)	also
PBpan25_45:370	other	JJ(JJ)	other
PBpan25_45:371	instruments	NNS(NNS)	instrument
PBpan25_45:372	in	IN(IN)	in
PBpan25_45:373	xx	UNI(UNI)	
PBpan25_45:374	policies	NNS(NNS)	policy
PBpan25_45:375	_1	PA(PA)	
PBpan25_45:376	one	PP(PP)	one
PBpan25_45:377	does	VVZ(VVZ)	do
PBpan25_45:378	n't	RB(RB)	not
PBpan25_45:379	have	VH(VH)	have
PBpan25_45:380	to	TO(TO)	to
PBpan25_45:381	address	VV(VV)	address
PBpan25_45:382	er	UH(UH)	er
PBpan25_45:383	let	VV(VV)	let
PBpan25_45:384	's	PP(PP)	we
PBpan25_45:385	say	VV(VV)	say
PBpan25_45:386	er	UH(UH)	er
PBpan25_45:387	problems	NNS(NNS)	problem
PBpan25_45:388	of	IN(IN)	of
PBpan25_45:389	competitive	JJ(JJ)	competitive
PBpan25_45:390	and	CC(CC)	and
PBpan25_45:391	just	RB(RB)	just
PBpan25_45:392	the	DT(DT)	the
PBpan25_45:393	monetary	JJ(JJ)	monetary
PBpan25_45:394	policy	NN(NN)	policy
PBpan25_45:395	_0	PA(PA)	
PBpan25_45:396	fiscal	JJ(JJ)	fiscal
PBpan25_45:397	policy	NN(NN)	policy
PBpan25_45:398	_1	PA(PA)	
PBpan25_45:399	and	CC(CC)	and
PBpan25_45:400	one	PP(PP)	one
PBpan25_45:401	should	MD(MD)	shall
PBpan25_45:402	n't	RB(RB)	not
PBpan25_45:403	forget	VV(VV)	forget
PBpan25_45:404	that	DT(DT)	that
PBpan25_45:405	incomes	NNS(NNS)	income
PBpan25_45:406	policy	NN(NN)	policy
PBpan25_45:407	_0	PA(PA)	
PBpan25_45:408	is	VBZ(VBZ)	be
PBpan25_45:409	a	DT(DT)	a
PBpan25_45:410	x	UNI(UNI)	
PBpan25_45:411	_0	PA(PA)	
PBpan25_45:412	x	UNI(UNI)	
PBpan25_45:413	xx	UNI(UNI)	
PBpan25_45:414	x	UNI(UNI)	
PBpan25_45:415	as	RB(RB)	as
PBpan25_45:416	well	DM(DM)/RB(RB)	well
PBpan25_45:417	there	EX(EX)	there
PBpan25_45:418	are	VBP(VBP)	be
PBpan25_45:419	different	JJ(JJ)	different
PBpan25_45:420	opinions	NNS(NNS)	opinion
PBpan25_45:421	on	IN(IN)	on
PBpan25_45:422	this	DT(DT)	this
PBpan25_45:423	but	CC(CC)	but
PBpan25_45:424	they	PP(PP)	they
PBpan25_45:425	exist	VVP(VVP)	exist
PBpan25_45:426	er	UH(UH)	er
PBpan25_45:427	nonetheless	RB(RB)	nonetheless
PBpan25_45:428	as	IN(IN)	as
PBpan25_45:429	an	DT(DT)	a
PBpan25_45:430	option	NN(NN)	option
PBpan25_45:431	_0	PA(PA)	

PBpan25_46:1	er	UH(UH)	er
PBpan25_46:2	undoubtedly	RB(RB)	undoubtedly
PBpan25_46:3	we	PP(PP)	we
PBpan25_46:4	have	VHP(VHP)	have
PBpan25_46:5	to	TO(TO)	to
PBpan25_46:6	we	PP(PP)	we
PBpan25_46:7	might	MD(MD)	may
PBpan25_46:8	draw	VV(VV)	draw
PBpan25_46:9	the	DT(DT)	the
PBpan25_46:10	conclusion	NN(NN)	conclusion
PBpan25_46:11	that	IN(IN)	that
PBpan25_46:12	without	IN(IN)	without
PBpan25_46:13	appropriate	JJ(JJ)	appropriate
PBpan25_46:14	without	IN(IN)	without
PBpan25_46:15	the	DT(DT)	the
PBpan25_46:16	appropriateness	NN(NN)	appropriateness
PBpan25_46:17	of	IN(IN)	of
PBpan25_46:18	fiscal	JJ(JJ)	fiscal
PBpan25_46:19	incomes	NN(NN)	incomes
PBpan25_46:20	_0	PA(PA)	
PBpan25_46:21	of	IN(IN)	of
PBpan25_46:22	monetary	JJ(JJ)	monetary
PBpan25_46:23	policy	NN(NN)	policy
PBpan25_46:24	_0	PA(PA)	
PBpan25_46:25	without	IN(IN)	without
PBpan25_46:26	the	DT(DT)	the
PBpan25_46:27	reason	NN(NN)	reason
PBpan25_46:28	of	IN(IN)	of
PBpan25_46:29	combination	NN(NN)	combination
PBpan25_46:30	of	IN(IN)	of
PBpan25_46:31	the	DT(DT)	the
PBpan25_46:32	three	CD(CD)	three
PBpan25_46:33	_0	PA(PA)	
PBpan25_46:34	er	UH(UH)	er
PBpan25_46:35	any	DT(DT)	any
PBpan25_46:36	er	UH(UH)	er
PBpan25_46:37	administration	NN(NN)	administration
PBpan25_46:38	we	PP(PP)	we
PBpan25_46:39	can	MD(MD)	can
PBpan25_46:40	not	RB(RB)	not
PBpan25_46:41	have	VH(VH)	have
PBpan25_46:42	any	DT(DT)	any
PBpan25_46:43	chance	NN(NN)	chance
PBpan25_46:44	er	UH(UH)	er
PBpan25_46:45	to	TO(TO)	to
PBpan25_46:46	create	VV(VV)	create
PBpan25_46:47	a	DT(DT)	a
PBpan25_46:48	condition	NN(NN)	condition
PBpan25_46:49	of	IN(IN)	of
